,Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min,sofifa_id,player_url,short_name,long_name,age,nationality,club_name,league_name,player_positions,potential,weight_kg,foot,best_overall,best_position,growth,joined,loan_date_end,value,wage,release_clause,total_attacking,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,total_skill,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,total_movement,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,total_power,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,total_mentality,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,total_defending,defending_marking,defending_standing_tackle,defending_sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_positioning,gk_reflexes,total_stats,base_stats,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,international_reputation,pace_/_diving,shooting_/_handling,passing_/_kicking,dribbling_/_reflexes,defending_/_pace,physical_/_positioning,season
101,2014-2015,Manchester United,Chris Smalling,1930,30,23,7,0.0036269430051813,189881.0,/player/189881/chris-smalling/150059/,C. Smalling,Chris Smalling,24.0,England,Manchester United,[England] Premier Le,CB,83.0,81kg / 179lbs,Right,78.0,CB,5.0,"Jul 1, 2010",,€7.5M,€80K,€0,248.0,51.0,22.0,81.0,71.0,23.0,229.0,63.0,25.0,21.0,55.0,65.0,329.0,75.0,78.0,51.0,80.0,45.0,291.0,41.0,73.0,75.0,77.0,25.0,273.0,75.0,78.0,21.0,48.0,51.0,,241.0,79.0,82.0,80.0,66.0,9.0,14.0,14.0,14.0,1677.0,378.0,3.0,2.0,Medium,Medium,2.0,77.0,28.0,55.0,62.0,80.0,76.0,2014-2015
102,2014-2015,Manchester United,Daley Blind,2173,40,26,14,0.0064427059364933,190815.0,/player/190815/daley-blind/150059/,D. Blind,Daley Blind,24.0,Netherlands,Manchester United,[England] Premier Le,CDM,83.0,72kg / 159lbs,Left,78.0,CDM,4.0,"Sep 1, 2014",,€7M,€100K,€0,311.0,62.0,41.0,66.0,82.0,60.0,344.0,72.0,64.0,54.0,75.0,79.0,360.0,68.0,64.0,73.0,83.0,72.0,361.0,67.0,66.0,92.0,73.0,63.0,348.0,73.0,79.0,67.0,74.0,55.0,,223.0,68.0,79.0,76.0,50.0,11.0,8.0,13.0,9.0,1997.0,419.0,3.0,3.0,Medium,High,3.0,66.0,54.0,73.0,75.0,74.0,77.0,2014-2015
103,2014-2015,Manchester United,Ashley Young,2069,34,17,17,0.0082165297245045,152908.0,/player/152908/ashley-young/150059/,A. Young,Ashley Young,28.0,England,Manchester United,[England] Premier Le,RW,78.0,65kg / 143lbs,Right,78.0,RW,0.0,"Jul 1, 2011",,€7.5M,€100K,€0,339.0,80.0,72.0,40.0,73.0,74.0,389.0,82.0,82.0,77.0,69.0,79.0,413.0,88.0,84.0,84.0,74.0,83.0,325.0,76.0,57.0,69.0,48.0,75.0,308.0,45.0,46.0,69.0,78.0,70.0,,103.0,24.0,29.0,50.0,67.0,15.0,9.0,15.0,14.0,1944.0,402.0,3.0,4.0,High,Medium,3.0,86.0,73.0,75.0,81.0,34.0,53.0,2014-2015
104,2014-2015,Manchester United,Ander Herrera,1870,38,22,16,0.0085561497326203,191740.0,/player/191740/ander-herrera-aguera/150059/,Ander Herrera,Ander Herrera Agüera,24.0,Spain,Manchester United,[England] Premier Le,CAM,84.0,73kg / 161lbs,Right,81.0,CAM,5.0,"Jun 26, 2014",,€8M,€90K,€0,313.0,60.0,67.0,38.0,88.0,60.0,393.0,83.0,72.0,70.0,81.0,87.0,396.0,78.0,75.0,84.0,81.0,78.0,322.0,64.0,63.0,68.0,59.0,68.0,365.0,77.0,66.0,80.0,85.0,57.0,,155.0,47.0,60.0,48.0,53.0,9.0,12.0,9.0,8.0,1997.0,424.0,4.0,4.0,High,Medium,2.0,76.0,66.0,79.0,84.0,54.0,65.0,2014-2015
105,2014-2015,Manchester United,Antonio Valencia,2583,42,20,22,0.0085172280294231,167905.0,/player/167905/antonio-valencia/150059/,A. Valencia,Antonio Valencia,28.0,Ecuador,Manchester United,[England] Premier Le,RM,80.0,78kg / 172lbs,Right,79.0,RM,0.0,"Jun 30, 2009",,€11M,€110K,€0,357.0,83.0,62.0,65.0,78.0,69.0,364.0,81.0,68.0,65.0,72.0,78.0,401.0,84.0,86.0,79.0,78.0,74.0,362.0,81.0,63.0,82.0,73.0,63.0,357.0,73.0,64.0,73.0,78.0,69.0,,183.0,58.0,61.0,64.0,46.0,15.0,10.0,6.0,6.0,2070.0,444.0,1.0,3.0,Medium,High,3.0,85.0,67.0,77.0,79.0,61.0,75.0,2014-2015
106,2014-2015,Manchester United,Marouane Fellaini,1842,33,16,17,0.009229098805646,176944.0,/player/176944/marouane-fellaini/150059/,M. Fellaini,Marouane Fellaini,26.0,Belgium,Manchester United,[England] Premier Le,CM,77.0,85kg / 187lbs,Right,77.0,CM,0.0,"Sep 2, 2013",,€6M,€100K,€0,372.0,68.0,71.0,85.0,78.0,70.0,325.0,73.0,60.0,45.0,72.0,75.0,314.0,55.0,71.0,57.0,79.0,52.0,392.0,73.0,71.0,86.0,91.0,71.0,376.0,87.0,74.0,74.0,78.0,63.0,,214.0,71.0,76.0,67.0,49.0,7.0,5.0,14.0,15.0,2042.0,441.0,3.0,3.0,Medium,Medium,3.0,64.0,71.0,73.0,71.0,74.0,88.0,2014-2015
107,2014-2015,Manchester United,Ángel Di María,1633,27,19,8,0.0048989589712186,183898.0,/player/183898/angel-di-maria/150059/,Á. Di María,Ángel Di María,26.0,Argentina,Manchester United,[England] Premier Le,LM,85.0,70kg / 154lbs,Left,85.0,LM,0.0,"Aug 27, 2014",,€27M,€200K,€0,377.0,91.0,75.0,53.0,81.0,77.0,409.0,87.0,83.0,72.0,81.0,86.0,425.0,88.0,88.0,90.0,80.0,79.0,380.0,87.0,72.0,78.0,64.0,79.0,363.0,76.0,47.0,84.0,83.0,73.0,,161.0,37.0,63.0,61.0,51.0,10.0,7.0,12.0,11.0,2166.0,457.0,2.0,4.0,High,Medium,4.0,88.0,79.0,83.0,86.0,51.0,70.0,2014-2015
108,2014-2015,Manchester United,Adnan Januzaj,836,12,10,2,0.0023923444976076,208330.0,/player/208330/adnan-januzaj/150059/,A. Januzaj,Adnan Januzaj,19.0,Belgium,Manchester United,[England] Premier Le,LM,86.0,75kg / 165lbs,Left,75.0,LM,11.0,"Feb 1, 2012",,€2.7M,€45K,€0,296.0,69.0,65.0,22.0,74.0,66.0,369.0,84.0,69.0,64.0,72.0,80.0,397.0,86.0,79.0,83.0,68.0,81.0,293.0,57.0,61.0,55.0,54.0,66.0,251.0,30.0,20.0,67.0,75.0,59.0,,67.0,25.0,21.0,21.0,50.0,14.0,9.0,11.0,6.0,1723.0,371.0,4.0,4.0,Medium,Medium,1.0,82.0,63.0,72.0,82.0,22.0,50.0,2014-2015
109,2014-2015,Manchester United,Robin van Persie,2113,38,22,16,0.007572172266919,7826.0,/player/7826/robin-van-persie/150059/,R. van Persie,Robin van Persie,30.0,Netherlands,Manchester United,[England] Premier Le,ST,85.0,71kg / 157lbs,Left,83.0,ST,0.0,"Aug 17, 2012",,€21M,€170K,€0,418.0,81.0,87.0,76.0,82.0,92.0,409.0,82.0,86.0,81.0,75.0,85.0,361.0,65.0,71.0,80.0,86.0,59.0,375.0,89.0,59.0,73.0,72.0,82.0,342.0,55.0,34.0,87.0,82.0,84.0,,76.0,23.0,32.0,21.0,39.0,9.0,10.0,7.0,8.0,2020.0,419.0,3.0,4.0,Medium,Low,4.0,68.0,87.0,81.0,82.0,33.0,68.0,2014-2015
110,2014-2015,Manchester United,Paddy McNair,1021,14,14,0,0.0,213697.0,/player/213697/paddy-mcnair/150059/,P. McNair,Paddy McNair,19.0,Northern Ireland,Manchester United,[England] Premier Le,CB,76.0,71kg / 157lbs,Right,61.0,CB,15.0,"Jul 1, 2013",,€140K,€5K,€0,230.0,40.0,35.0,58.0,55.0,42.0,257.0,54.0,48.0,35.0,57.0,63.0,313.0,56.0,62.0,56.0,66.0,73.0,250.0,41.0,59.0,44.0,67.0,39.0,229.0,42.0,61.0,38.0,46.0,42.0,,192.0,64.0,67.0,61.0,50.0,13.0,7.0,7.0,13.0,1521.0,323.0,2.0,3.0,Medium,High,1.0,59.0,38.0,49.0,58.0,63.0,56.0,2014-2015
111,2014-2015,Manchester United,Tyler Blackett,646,11,10,1,0.001547987616099,203265.0,/player/203265/tyler-blackett/150059/,T. Blackett,Tyler Blackett,20.0,England,Manchester United,[England] Premier Le,CB,73.0,87kg / 192lbs,Left,65.0,CB,8.0,"Jul 1, 2012",,€375K,€7K,€0,254.0,64.0,23.0,63.0,71.0,33.0,301.0,46.0,64.0,64.0,63.0,64.0,293.0,67.0,76.0,47.0,65.0,38.0,315.0,55.0,64.0,64.0,75.0,57.0,247.0,71.0,63.0,32.0,37.0,44.0,,184.0,59.0,64.0,61.0,58.0,14.0,10.0,7.0,13.0,1652.0,356.0,3.0,2.0,Medium,Medium,1.0,72.0,38.0,61.0,52.0,62.0,71.0,2014-2015
112,2013-2014,Manchester United,David de Gea,3330,59,43,16,0.0048048048048048,193080.0,/player/193080/david-de-gea-quintana/140052/,De Gea,David de Gea,22.0,Spain,Manchester United,[England] Premier Le,GK,87.0,82kg / 181lbs,Right,82.0,GK,4.0,"Jul 1, 2011",,€8M,€110K,€0,127.0,25.0,25.0,21.0,31.0,25.0,134.0,25.0,21.0,25.0,32.0,31.0,284.0,51.0,55.0,57.0,78.0,43.0,212.0,31.0,67.0,25.0,64.0,25.0,158.0,38.0,30.0,25.0,25.0,40.0,,71.0,25.0,21.0,25.0,412.0,87.0,75.0,76.0,88.0,1398.0,465.0,3.0,1.0,Medium,Medium,3.0,87.0,75.0,86.0,88.0,53.0,76.0,2013-2014
113,2013-2014,Manchester United,Adnan Januzaj,1635,38,18,20,0.0122324159021406,208330.0,/player/208330/adnan-januzaj/140052/,A. Januzaj,Adnan Januzaj,18.0,Belgium,Manchester United,[England] Premier Le,LW,87.0,75kg / 165lbs,Left,74.0,LW,14.0,"Feb 1, 2012",,€1.9M,€30K,€0,292.0,68.0,63.0,22.0,73.0,66.0,363.0,81.0,69.0,64.0,71.0,78.0,394.0,86.0,74.0,83.0,66.0,85.0,270.0,57.0,61.0,54.0,32.0,66.0,251.0,30.0,20.0,66.0,76.0,59.0,,67.0,25.0,21.0,21.0,50.0,14.0,9.0,11.0,6.0,1687.0,355.0,4.0,3.0,Medium,Medium,1.0,79.0,63.0,72.0,80.0,22.0,39.0,2013-2014
114,2013-2014,Manchester United,Phil Jones,2175,43,27,16,0.0073563218390804,194957.0,/player/194957/phil-jones/140052/,P. Jones,Phil Jones,21.0,England,Manchester United,[England] Premier Le,CB,84.0,71kg / 157lbs,Right,79.0,CB,5.0,"Jul 1, 2011",,€5.5M,€80K,€0,323.0,63.0,49.0,74.0,78.0,59.0,267.0,58.0,37.0,34.0,66.0,72.0,334.0,69.0,76.0,52.0,79.0,58.0,367.0,67.0,84.0,80.0,78.0,58.0,312.0,82.0,77.0,41.0,58.0,54.0,,244.0,82.0,83.0,79.0,46.0,9.0,7.0,15.0,10.0,1893.0,416.0,3.0,2.0,Medium,High,2.0,73.0,55.0,65.0,63.0,80.0,80.0,2013-2014
115,2013-2014,Manchester United,Chris Smalling,1931,34,24,10,0.0051786639047125,189881.0,/player/189881/chris-smalling/140052/,C. Smalling,Chris Smalling,23.0,England,Manchester United,[England] Premier Le,CB,81.0,82kg / 181lbs,Right,76.0,CB,5.0,"Jul 1, 2010",,€4.2M,€70K,€0,242.0,51.0,22.0,79.0,67.0,23.0,223.0,59.0,25.0,21.0,55.0,63.0,326.0,75.0,78.0,51.0,77.0,45.0,282.0,41.0,68.0,75.0,73.0,25.0,273.0,75.0,78.0,21.0,48.0,51.0,,239.0,79.0,82.0,78.0,66.0,9.0,14.0,14.0,14.0,1651.0,373.0,3.0,2.0,Medium,Medium,2.0,77.0,28.0,54.0,60.0,80.0,74.0,2013-2014
116,2013-2014,Manchester United,Michael Carrick,2413,40,30,10,0.0041442188147534,21146.0,/player/21146/michael-carrick/140052/,M. Carrick,Michael Carrick,31.0,England,Manchester United,[England] Premier Le,CM,80.0,74kg / 163lbs,Right,79.0,CM,0.0,"Aug 31, 2006",,€5.5M,€90K,€0,361.0,72.0,63.0,73.0,86.0,67.0,378.0,71.0,64.0,75.0,86.0,82.0,319.0,53.0,65.0,58.0,80.0,63.0,361.0,78.0,72.0,74.0,64.0,73.0,373.0,67.0,85.0,65.0,79.0,77.0,,217.0,71.0,74.0,72.0,60.0,13.0,12.0,15.0,9.0,2069.0,425.0,3.0,2.0,Low,Medium,3.0,60.0,69.0,80.0,73.0,75.0,68.0,2013-2014
117,2013-2014,Manchester United,Alexander Büttner,487,12,6,6,0.0123203285420944,186982.0,/player/186982/alexander-buttner/140052/,A. Büttner,Alexander Büttner,24.0,Netherlands,Manchester United,[England] Premier Le,LB,77.0,73kg / 161lbs,Left,73.0,LB,4.0,"Aug 21, 2012",,€1.9M,€45K,€0,321.0,74.0,55.0,65.0,68.0,59.0,362.0,73.0,73.0,76.0,66.0,74.0,388.0,79.0,86.0,76.0,74.0,73.0,390.0,82.0,80.0,89.0,69.0,70.0,339.0,74.0,64.0,65.0,63.0,73.0,,215.0,69.0,74.0,72.0,52.0,7.0,10.0,13.0,9.0,2067.0,436.0,3.0,3.0,High,High,1.0,83.0,65.0,69.0,74.0,69.0,76.0,2013-2014
118,2013-2014,Manchester United,Marouane Fellaini,1371,24,17,7,0.0051057622173595,176944.0,/player/176944/marouane-fellaini/140052/,M. Fellaini,Marouane Fellaini,25.0,Belgium,Manchester United,[England] Premier Le,CDM,82.0,85kg / 187lbs,Right,79.0,CDM,2.0,"Sep 2, 2013",,€8M,€90K,€0,382.0,68.0,73.0,90.0,78.0,73.0,331.0,75.0,60.0,45.0,72.0,79.0,334.0,64.0,73.0,57.0,79.0,61.0,396.0,76.0,71.0,86.0,91.0,72.0,384.0,87.0,77.0,77.0,80.0,63.0,,221.0,73.0,79.0,69.0,49.0,7.0,5.0,14.0,15.0,2097.0,454.0,3.0,3.0,Medium,Medium,3.0,69.0,73.0,73.0,74.0,77.0,88.0,2013-2014
119,2013-2014,Manchester United,Shinji Kagawa,1170,26,13,13,0.0111111111111111,189358.0,/player/189358/shinji-kagawa/140052/,S. Kagawa,Shinji Kagawa,24.0,Japan,Manchester United,[England] Premier Le,CAM,85.0,64kg / 141lbs,Right,82.0,CAM,4.0,"Jul 19, 2012",,€10M,€90K,€0,346.0,59.0,77.0,51.0,85.0,74.0,390.0,88.0,78.0,64.0,73.0,87.0,435.0,90.0,76.0,93.0,85.0,91.0,328.0,62.0,67.0,88.0,38.0,73.0,301.0,25.0,47.0,78.0,81.0,70.0,,71.0,25.0,25.0,21.0,50.0,11.0,9.0,9.0,13.0,1921.0,400.0,4.0,4.0,High,Medium,3.0,82.0,73.0,76.0,88.0,32.0,49.0,2013-2014
120,2013-2014,Manchester United,Antonio Valencia,1928,44,22,22,0.0114107883817427,167905.0,/player/167905/antonio-valencia/140052/,A. Valencia,Antonio Valencia,27.0,Ecuador,Manchester United,[England] Premier Le,RM,81.0,78kg / 172lbs,Right,80.0,RM,0.0,"Jun 30, 2009",,€7.5M,€90K,€0,359.0,83.0,62.0,65.0,80.0,69.0,379.0,81.0,81.0,65.0,72.0,80.0,405.0,85.0,83.0,81.0,82.0,74.0,362.0,81.0,63.0,82.0,73.0,63.0,341.0,73.0,42.0,77.0,80.0,69.0,,142.0,42.0,49.0,51.0,46.0,15.0,10.0,6.0,6.0,2034.0,432.0,2.0,4.0,Medium,High,3.0,84.0,67.0,79.0,80.0,47.0,75.0,2013-2014
121,2013-2014,Manchester United,Ashley Young,1010,15,16,-1,-0.0009900990099009,152908.0,/player/152908/ashley-young/140052/,A. Young,Ashley Young,27.0,England,Manchester United,[England] Premier Le,RW,79.0,61kg / 134lbs,Right,79.0,RW,0.0,"Jul 1, 2011",,€5M,€90K,€0,339.0,80.0,72.0,40.0,73.0,74.0,390.0,82.0,82.0,77.0,69.0,80.0,419.0,90.0,86.0,84.0,76.0,83.0,329.0,76.0,57.0,73.0,48.0,75.0,314.0,45.0,46.0,73.0,80.0,70.0,,103.0,24.0,29.0,50.0,67.0,15.0,9.0,15.0,14.0,1961.0,406.0,3.0,4.0,High,Medium,3.0,88.0,73.0,76.0,81.0,34.0,54.0,2013-2014
122,2013-2014,Manchester United,Nemanja Vidić,2093,36,26,10,0.0047778308647873,140601.0,/player/140601/nemanja-vidic/140052/,N. Vidić,Nemanja Vidić,31.0,Serbia,Manchester United,[England] Premier Le,CB,85.0,88kg / 194lbs,Right,83.0,CB,0.0,"Jan 5, 2006",,€8M,€150K,€0,272.0,40.0,37.0,89.0,65.0,41.0,260.0,44.0,43.0,48.0,62.0,63.0,279.0,51.0,54.0,50.0,77.0,47.0,324.0,57.0,85.0,64.0,90.0,28.0,315.0,92.0,82.0,26.0,56.0,59.0,,253.0,85.0,86.0,82.0,45.0,12.0,5.0,8.0,6.0,1748.0,370.0,3.0,2.0,Medium,High,4.0,53.0,40.0,56.0,52.0,85.0,84.0,2013-2014
123,2013-2014,Manchester United,Robin van Persie,1584,24,17,7,0.0044191919191919,7826.0,/player/7826/robin-van-persie/140052/,R. van Persie,Robin van Persie,29.0,Netherlands,Manchester United,[England] Premier Le,ST,89.0,71kg / 157lbs,Left,86.0,ST,0.0,"Aug 17, 2012",,€30M,€240K,€0,422.0,81.0,91.0,73.0,85.0,92.0,414.0,84.0,86.0,81.0,75.0,88.0,376.0,74.0,75.0,81.0,87.0,59.0,380.0,90.0,59.0,72.0,72.0,87.0,347.0,55.0,34.0,90.0,82.0,86.0,,76.0,23.0,32.0,21.0,39.0,9.0,10.0,7.0,8.0,2054.0,432.0,4.0,4.0,Medium,Low,5.0,75.0,90.0,82.0,84.0,33.0,68.0,2013-2014
124,2013-2014,Manchester United,Juan Mata,2062,38,26,12,0.005819592628516,178088.0,/player/178088/juan-manuel-mata-garcia/140052/,Juan Mata,Juan Manuel Mata García,25.0,Spain,Manchester United,[England] Premier Le,CAM,88.0,63kg / 139lbs,Left,86.0,CAM,1.0,"Jan 25, 2014",,€36.5M,€170K,€0,386.0,83.0,79.0,66.0,87.0,71.0,416.0,86.0,82.0,81.0,78.0,89.0,425.0,85.0,73.0,90.0,88.0,89.0,349.0,74.0,72.0,79.0,52.0,72.0,338.0,52.0,39.0,87.0,89.0,71.0,,72.0,25.0,22.0,25.0,46.0,9.0,10.0,5.0,8.0,2032.0,418.0,3.0,4.0,Medium,Medium,3.0,78.0,76.0,85.0,88.0,31.0,60.0,2013-2014
125,2012-2013,Manchester United,David de Gea,2520,57,23,34,0.0134920634920634,193080.0,/player/193080/david-de-gea-quintana/130034/,De Gea,David de Gea,21.0,Spain,Manchester United,[England] Premier Le,GK,85.0,82kg / 181lbs,Right,80.0,GK,4.0,"Jul 1, 2011",,€8.5M,€70K,€0,88.0,17.0,13.0,14.0,31.0,13.0,101.0,13.0,15.0,19.0,32.0,22.0,280.0,51.0,55.0,57.0,74.0,43.0,204.0,31.0,67.0,30.0,64.0,12.0,152.0,38.0,23.0,18.0,33.0,40.0,,38.0,13.0,12.0,13.0,406.0,86.0,72.0,74.0,88.0,1269.0,459.0,3.0,1.0,Medium,Medium,3.0,86.0,72.0,86.0,88.0,53.0,74.0,2012-2013
126,2012-2013,Manchester United,Phil Jones,1194,23,16,7,0.0058626465661641,194957.0,/player/194957/phil-jones/130034/,P. Jones,Phil Jones,20.0,England,Manchester United,[England] Premier Le,RB,84.0,71kg / 157lbs,Right,78.0,RB,6.0,"Jul 1, 2011",,€9.5M,€40K,€0,322.0,64.0,46.0,74.0,79.0,59.0,267.0,57.0,37.0,34.0,66.0,73.0,341.0,69.0,74.0,52.0,79.0,67.0,355.0,67.0,84.0,77.0,69.0,58.0,315.0,81.0,79.0,41.0,58.0,56.0,,243.0,82.0,83.0,78.0,46.0,9.0,7.0,15.0,10.0,1889.0,410.0,3.0,2.0,Medium,High,2.0,72.0,54.0,66.0,63.0,81.0,74.0,2012-2013
127,2012-2013,Manchester United,Danny Welbeck,1283,28,11,17,0.0132501948558067,186146.0,/player/186146/danny-welbeck/130034/,D. Welbeck,Danny Welbeck,21.0,England,Manchester United,[England] Premier Le,ST,84.0,73kg / 161lbs,Right,78.0,ST,5.0,"Jul 1, 2007",,€11.5M,€70K,€0,378.0,70.0,76.0,81.0,76.0,75.0,337.0,79.0,60.0,64.0,59.0,75.0,395.0,86.0,85.0,85.0,77.0,62.0,390.0,76.0,84.0,86.0,70.0,74.0,305.0,59.0,21.0,79.0,68.0,78.0,,91.0,22.0,37.0,32.0,48.0,8.0,9.0,11.0,15.0,1944.0,413.0,3.0,3.0,High,High,3.0,85.0,76.0,69.0,77.0,33.0,73.0,2012-2013
128,2012-2013,Manchester United,Michael Carrick,3044,72,37,35,0.0114980289093298,21146.0,/player/21146/michael-carrick/130034/,M. Carrick,Michael Carrick,30.0,England,Manchester United,[England] Premier Le,CM,82.0,74kg / 163lbs,Right,81.0,CM,0.0,"Aug 31, 2006",,€9M,€80K,€0,366.0,76.0,63.0,73.0,87.0,67.0,383.0,74.0,64.0,75.0,87.0,83.0,321.0,55.0,65.0,58.0,80.0,63.0,369.0,78.0,72.0,79.0,64.0,76.0,383.0,67.0,86.0,71.0,81.0,78.0,,217.0,71.0,74.0,72.0,60.0,13.0,12.0,15.0,9.0,2099.0,432.0,3.0,2.0,Low,Medium,3.0,61.0,70.0,82.0,75.0,75.0,69.0,2012-2013
129,2012-2013,Manchester United,Shinji Kagawa,1318,33,15,18,0.0136570561456752,189358.0,/player/189358/shinji-kagawa/130034/,S. Kagawa,Shinji Kagawa,23.0,Japan,Manchester United,[England] Premier Le,CAM,86.0,64kg / 141lbs,Right,82.0,CAM,3.0,"Jul 19, 2012",,€17M,€100K,€0,341.0,59.0,74.0,51.0,83.0,74.0,390.0,88.0,78.0,64.0,73.0,87.0,437.0,90.0,79.0,93.0,84.0,91.0,323.0,62.0,63.0,88.0,38.0,72.0,315.0,25.0,56.0,83.0,81.0,70.0,,50.0,14.0,15.0,21.0,50.0,11.0,9.0,9.0,13.0,1906.0,394.0,4.0,4.0,High,Medium,3.0,84.0,71.0,75.0,88.0,27.0,49.0,2012-2013
130,2012-2013,Manchester United,Rio Ferdinand,2316,58,29,29,0.0125215889464594,7289.0,/player/7289/rio-ferdinand/130034/,R. Ferdinand,Rio Ferdinand,33.0,England,Manchester United,[England] Premier Le,CB,83.0,87kg / 192lbs,Right,82.0,CB,0.0,"Jul 22, 2002",,€3.6M,€70K,€0,293.0,45.0,39.0,84.0,74.0,51.0,277.0,58.0,51.0,27.0,73.0,68.0,296.0,53.0,62.0,54.0,83.0,44.0,289.0,59.0,64.0,55.0,82.0,29.0,308.0,81.0,85.0,32.0,56.0,54.0,,258.0,85.0,87.0,86.0,40.0,12.0,9.0,9.0,5.0,1761.0,382.0,3.0,2.0,Medium,Medium,3.0,58.0,42.0,61.0,61.0,86.0,74.0,2012-2013
131,2012-2013,Manchester United,Patrice Evra,3060,71,35,36,0.0117647058823529,52091.0,/player/52091/patrice-evra/130034/,P. Evra,Patrice Evra,31.0,France,Manchester United,[England] Premier Le,LB,82.0,72kg / 159lbs,Left,81.0,LB,0.0,"Jan 10, 2006",,€6M,€80K,€0,327.0,77.0,41.0,74.0,82.0,53.0,347.0,77.0,70.0,51.0,73.0,76.0,382.0,78.0,79.0,71.0,79.0,75.0,359.0,74.0,87.0,84.0,76.0,38.0,354.0,86.0,79.0,67.0,64.0,58.0,,250.0,79.0,85.0,86.0,57.0,15.0,15.0,14.0,7.0,2076.0,441.0,2.0,3.0,High,Medium,3.0,79.0,50.0,74.0,76.0,81.0,81.0,2012-2013
132,2012-2013,Manchester United,Nemanja Vidić,1618,31,13,18,0.0111248454882571,140601.0,/player/140601/nemanja-vidic/130034/,N. Vidić,Nemanja Vidić,30.0,Serbia,Manchester United,[England] Premier Le,CB,87.0,88kg / 194lbs,Right,86.0,CB,0.0,"Jan 5, 2006",,€12.5M,€110K,€0,277.0,40.0,37.0,91.0,68.0,41.0,265.0,48.0,43.0,48.0,62.0,64.0,288.0,53.0,61.0,50.0,77.0,47.0,334.0,60.0,90.0,64.0,92.0,28.0,319.0,92.0,83.0,26.0,56.0,62.0,,267.0,91.0,91.0,85.0,45.0,12.0,5.0,8.0,6.0,1795.0,383.0,3.0,2.0,Medium,High,3.0,57.0,41.0,57.0,54.0,89.0,85.0,2012-2013
133,2012-2013,Manchester United,Robin van Persie,3124,73,39,34,0.0108834827144686,7826.0,/player/7826/robin-van-persie/130034/,R. van Persie,Robin van Persie,28.0,Netherlands,Manchester United,[England] Premier Le,ST,89.0,72kg / 159lbs,Left,86.0,ST,0.0,"Aug 17, 2012",,€26M,€170K,€0,423.0,83.0,91.0,73.0,85.0,91.0,414.0,84.0,86.0,81.0,75.0,88.0,380.0,77.0,76.0,81.0,87.0,59.0,380.0,90.0,59.0,72.0,72.0,87.0,350.0,55.0,34.0,90.0,82.0,89.0,,76.0,23.0,32.0,21.0,39.0,9.0,10.0,7.0,8.0,2062.0,433.0,4.0,4.0,High,Low,5.0,76.0,90.0,82.0,84.0,33.0,68.0,2012-2013
134,2012-2013,Manchester United,Javier Hernández,928,30,10,20,0.021551724137931,178224.0,/player/178224/javier-hernandez/130034/,J. Hernández,Javier Hernández,24.0,Mexico,Manchester United,[England] Premier Le,ST,85.0,60kg / 132lbs,Right,81.0,ST,3.0,"Jan 1, 2010",,€16.5M,€100K,€0,374.0,62.0,88.0,83.0,67.0,74.0,325.0,73.0,67.0,52.0,55.0,78.0,426.0,89.0,88.0,81.0,84.0,84.0,363.0,76.0,85.0,75.0,56.0,71.0,325.0,59.0,26.0,88.0,72.0,80.0,,70.0,22.0,29.0,19.0,58.0,14.0,12.0,12.0,11.0,1941.0,403.0,3.0,3.0,Medium,Low,3.0,88.0,81.0,64.0,76.0,31.0,63.0,2012-2013
135,2012-2013,Manchester United,Anders Lindegaard,900,23,17,6,0.0066666666666666,135043.0,/player/135043/anders-lindegaard/130034/,A. Lindegaard,Anders Lindegaard,28.0,Denmark,Manchester United,[England] Premier Le,GK,80.0,80kg / 176lbs,Right,78.0,GK,2.0,"Jan 4, 2011",,€3.4M,€40K,€0,71.0,13.0,15.0,13.0,18.0,12.0,104.0,16.0,10.0,17.0,27.0,34.0,297.0,47.0,62.0,61.0,71.0,56.0,232.0,27.0,74.0,41.0,72.0,18.0,146.0,33.0,22.0,18.0,32.0,41.0,,40.0,13.0,14.0,13.0,386.0,83.0,76.0,74.0,79.0,1276.0,441.0,3.0,1.0,Medium,Medium,2.0,83.0,76.0,74.0,79.0,55.0,74.0,2012-2013
136,2012-2013,Manchester United,Anderson,812,22,11,11,0.0135467980295566,167963.0,/player/167963/anderson-luis-de-abreu-oliveira/130034/,Anderson,Anderson Luis de Abreu Oliveira,24.0,Brazil,Manchester United,[England] Premier Le,LM,80.0,67kg / 148lbs,Left,78.0,LM,3.0,"Jul 1, 2007",,€4.9M,€40K,€0,332.0,70.0,59.0,69.0,82.0,52.0,378.0,82.0,80.0,55.0,77.0,84.0,389.0,79.0,78.0,79.0,75.0,78.0,359.0,78.0,75.0,81.0,68.0,57.0,349.0,67.0,70.0,74.0,77.0,61.0,,198.0,64.0,69.0,65.0,51.0,11.0,10.0,7.0,11.0,2056.0,437.0,2.0,3.0,Medium,Medium,2.0,78.0,63.0,76.0,82.0,67.0,71.0,2012-2013
