,Season,Name,Age,Age_Squared,Min,Height,Aerial_duels_per90,Assists_per90,Goals_per90,Squad,Median Transfer Fee for previous 3 seasons (Euro Millions),market_value_in_eur,Position_central defensive midfield,Position_central defensive midfielder,Position_centre midfield,Position_centreback,Position_fullback,Position_goalkeeper,Position_side midfield,Position_striker,Position_winger,country_of_citizenship_Albania,country_of_citizenship_Algeria,country_of_citizenship_Argentina,country_of_citizenship_Belgium,country_of_citizenship_Brazil,country_of_citizenship_Burkina Faso,country_of_citizenship_Canada,country_of_citizenship_Colombia,country_of_citizenship_Cote d'Ivoire,country_of_citizenship_Curacao,country_of_citizenship_DR Congo,country_of_citizenship_Denmark,country_of_citizenship_Dominican Republic,country_of_citizenship_Egypt,country_of_citizenship_England,country_of_citizenship_France,country_of_citizenship_Germany,country_of_citizenship_Ghana,country_of_citizenship_Greece,country_of_citizenship_Guinea,country_of_citizenship_Ireland,country_of_citizenship_Israel,country_of_citizenship_Jamaica,country_of_citizenship_Japan,country_of_citizenship_Kenya,country_of_citizenship_Mali,country_of_citizenship_Morocco,country_of_citizenship_Netherlands,country_of_citizenship_New Zealand,country_of_citizenship_Nigeria,country_of_citizenship_Northern Ireland,country_of_citizenship_Norway,country_of_citizenship_Philippines,country_of_citizenship_Poland,country_of_citizenship_Portugal,country_of_citizenship_Scotland,country_of_citizenship_Senegal,country_of_citizenship_Serbia,country_of_citizenship_Slovakia,country_of_citizenship_Spain,country_of_citizenship_Sweden,country_of_citizenship_Switzerland,country_of_citizenship_Tunisia,country_of_citizenship_Ukraine,country_of_citizenship_United States,country_of_citizenship_Uruguay,country_of_citizenship_Venezuela,country_of_citizenship_Wales,country_of_citizenship_Zambia,foot_Both,foot_Left,foot_Right
1174,2019-2020,Adrian Mariappa,32,1024,1513.0,180.0,2.5,0.0,0.0,Watford FC,2.95,1600000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1175,2017-2018,Pascal Groß,26,676,2928.0,181.0,0.3692307692307692,0.25,0.22,Brighton & Hove Albion,0.4,10000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1176,2017-2018,Pascal Groß,26,676,2928.0,181.0,0.3692307692307692,0.25,0.22,Brighton & Hove Albion,0.4,10000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1177,2018-2019,Pascal Groß,27,729,1864.0,181.0,0.8695652173913043,0.14,0.14,Brighton & Hove Albion,1.7,10000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,2018-2019,Pascal Groß,27,729,1864.0,181.0,0.8695652173913043,0.14,0.14,Brighton & Hove Albion,1.7,10000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1179,2019-2020,Pascal Groß,28,784,1796.0,181.0,0.9,0.2,0.1,Brighton & Hove Albion,1.45,9500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1180,2019-2020,Pascal Groß,28,784,1796.0,181.0,0.9,0.2,0.1,Brighton & Hove Albion,1.45,9500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1181,2020-2021,Pascal Groß,29,841,2484.0,181.0,0.7971014492753623,0.29,0.11,Brighton & Hove Albion,1.7,7000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1182,2020-2021,Pascal Groß,29,841,2484.0,181.0,0.7971014492753623,0.29,0.11,Brighton & Hove Albion,1.7,7000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1187,2019-2020,Ezri Konsa,21,441,2039.0,183.0,2.070484581497797,0.09,0.04,Aston Villa,3.0,6500000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188,2020-2021,Ezri Konsa,22,484,3196.0,183.0,2.619718309859155,0.0,0.06,Aston Villa,2.885,25000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1191,2017-2018,Moussa Sissoko,27,729,1386.0,187.0,0.974025974025974,0.06,0.06,Tottenham Hotspur,8.75,18000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1192,2017-2018,Moussa Sissoko,27,729,1386.0,187.0,0.974025974025974,0.06,0.06,Tottenham Hotspur,8.75,18000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1193,2018-2019,Moussa Sissoko,28,784,2330.0,187.0,0.888030888030888,0.12,0.0,Tottenham Hotspur,9.4,25000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1194,2018-2019,Moussa Sissoko,28,784,2330.0,187.0,0.888030888030888,0.12,0.0,Tottenham Hotspur,9.4,25000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1195,2019-2020,Moussa Sissoko,29,841,2452.0,187.0,0.9558823529411764,0.04,0.07,Tottenham Hotspur,14.0,20000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1196,2019-2020,Moussa Sissoko,29,841,2452.0,187.0,0.9558823529411764,0.04,0.07,Tottenham Hotspur,14.0,20000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1197,2020-2021,Moussa Sissoko,30,900,1585.0,187.0,0.9090909090909092,0.0,0.0,Tottenham Hotspur,11.15,10000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1198,2020-2021,Moussa Sissoko,30,900,1585.0,187.0,0.9090909090909092,0.0,0.0,Tottenham Hotspur,11.15,10000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1201,2017-2018,Kyle Bartley,26,676,235.0,191.0,5.384615384615384,0.0,0.0,Swansea City,7.9,3500000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,2020-2021,Kyle Bartley,29,841,2584.0,191.0,3.658536585365854,0.03,0.1,West Bromwich Albion,3.8,2500000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1203,2020-2021,Kalvin Phillips,24,576,2428.0,177.0,1.1111111111111112,0.07,0.04,Leeds United,0.0,30000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,2020-2021,Kalvin Phillips,24,576,2428.0,177.0,1.1111111111111112,0.07,0.04,Leeds United,0.0,30000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1209,2018-2019,Issa Diop,21,441,2970.0,194.0,2.272727272727273,0.0,0.03,West Ham United,7.65,35000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1210,2018-2019,Issa Diop,21,441,2970.0,194.0,2.272727272727273,0.0,0.03,West Ham United,7.65,35000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1211,2019-2020,Issa Diop,22,484,2766.0,194.0,2.5732899022801305,0.03,0.1,West Ham United,6.45,28000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1212,2019-2020,Issa Diop,22,484,2766.0,194.0,2.5732899022801305,0.03,0.1,West Ham United,6.45,28000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1213,2020-2021,Issa Diop,23,529,1381.0,194.0,1.568627450980392,0.0,0.13,West Ham United,4.4,18000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1214,2020-2021,Issa Diop,23,529,1381.0,194.0,1.568627450980392,0.0,0.13,West Ham United,4.4,18000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1219,2017-2018,Alex Pritchard,24,576,998.0,171.0,0.1801801801801802,0.09,0.09,Huddersfield Town,0.6,10000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220,2017-2018,Alex Pritchard,24,576,998.0,171.0,0.1801801801801802,0.09,0.09,Huddersfield Town,0.6,10000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1221,2018-2019,Alex Pritchard,25,625,2081.0,171.0,0.6060606060606061,0.0,0.09,Huddersfield Town,0.6,9000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1222,2018-2019,Alex Pritchard,25,625,2081.0,171.0,0.6060606060606061,0.0,0.09,Huddersfield Town,0.6,9000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1223,2017-2018,Abdoulaye Doucouré,24,576,3324.0,180.0,1.1382113821138211,0.08,0.19,Watford FC,4.41,15000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1224,2017-2018,Abdoulaye Doucouré,24,576,3324.0,180.0,1.1382113821138211,0.08,0.19,Watford FC,4.41,15000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1225,2018-2019,Abdoulaye Doucouré,25,625,3062.0,180.0,1.1764705882352942,0.18,0.15,Watford FC,4.7,25000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1226,2018-2019,Abdoulaye Doucouré,25,625,3062.0,180.0,1.1764705882352942,0.18,0.15,Watford FC,4.7,25000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1227,2019-2020,Abdoulaye Doucouré,26,676,3156.0,180.0,1.5669515669515668,0.06,0.11,Watford FC,2.95,20000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1228,2019-2020,Abdoulaye Doucouré,26,676,3156.0,180.0,1.5669515669515668,0.06,0.11,Watford FC,2.95,20000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1229,2020-2021,Abdoulaye Doucouré,27,729,2443.0,180.0,1.4022140221402213,0.11,0.07,Everton FC,11.25,25000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,2020-2021,Abdoulaye Doucouré,27,729,2443.0,180.0,1.4022140221402213,0.11,0.07,Everton FC,11.25,25000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1235,2020-2021,Joachim Andersen,24,576,2730.0,190.0,5.139085337105139,0.03,0.03,Fulham FC,2.675,22000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1238,2018-2019,Tim Ream,30,900,2047.0,185.0,2.070484581497797,0.0,0.0,Fulham FC,2.675,4000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1239,2020-2021,Tim Ream,32,1024,630.0,185.0,1.5714285714285714,0.0,0.0,Fulham FC,2.675,600000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1243,2017-2018,Federico Fernández,28,784,2676.0,189.0,2.4242424242424243,0.03,0.03,Swansea City,7.9,8000000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1244,2018-2019,Federico Fernández,29,841,1484.0,189.0,4.242424242424242,0.06,0.0,Newcastle United,3.05,7000000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1245,2019-2020,Federico Fernández,30,900,2620.0,189.0,2.061855670103093,0.07,0.07,Newcastle United,3.05,5500000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1246,2020-2021,Federico Fernández,31,961,2079.0,189.0,2.0779220779220777,0.0,0.0,Newcastle United,4.0,3000000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1248,2019-2020,Chris Basham,31,961,3242.0,185.0,2.9722222222222223,0.03,0.0,Sheffield United,0.175,2400000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1249,2020-2021,Chris Basham,32,1024,2576.0,185.0,1.888111888111888,0.03,0.0,Sheffield United,0.175,2000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1250,2017-2018,Marcos Rojo,27,729,640.0,186.0,2.2535211267605635,0.0,0.0,Manchester United,7.4,18000000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1251,2018-2019,Marcos Rojo,28,784,212.0,186.0,1.25,0.0,0.0,Manchester United,7.925,12000000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1252,2019-2020,Marcos Rojo,29,841,122.0,186.0,1.4285714285714286,0.0,0.0,Manchester United,7.925,8000000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1253,2020-2021,Robin Koch,24,576,1132.0,192.0,2.9365079365079367,0.0,0.0,Leeds United,0.0,17000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1256,2017-2018,Julián Speroni,38,1444,990.0,183.0,0.1818181818181818,0.0,0.0,Crystal Palace,5.05,250000.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1257,2018-2019,Julián Speroni,39,1521,90.0,183.0,1.0,0.0,0.0,Crystal Palace,4.7,250000.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1258,2017-2018,Will Hughes,22,484,990.0,185.0,0.2727272727272727,0.27,0.18,Watford FC,4.41,10000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1259,2018-2019,Will Hughes,23,529,2418.0,185.0,0.8178438661710038,0.15,0.07,Watford FC,4.7,18000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1260,2019-2020,Will Hughes,24,576,2252.0,185.0,1.0,0.04,0.04,Watford FC,2.95,14500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1263,2017-2018,Trent Alexander-Arnold,18,324,1573.0,175.0,0.2857142857142857,0.06,0.06,Liverpool FC,5.85,25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1264,2018-2019,Trent Alexander-Arnold,19,361,2462.0,175.0,0.3284671532846716,0.44,0.04,Liverpool FC,5.85,80000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1265,2019-2020,Trent Alexander-Arnold,20,400,3175.0,175.0,0.4249291784702549,0.37,0.11,Liverpool FC,7.2,99000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1266,2020-2021,Trent Alexander-Arnold,21,441,3031.0,175.0,0.2373887240356083,0.21,0.06,Liverpool FC,9.6,75000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1269,2017-2018,Ryan Bertrand,27,729,3135.0,179.0,1.2356321839080462,0.11,0.0,Southampton FC,15.25,20000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1270,2018-2019,Ryan Bertrand,28,784,2160.0,179.0,1.5416666666666667,0.0,0.04,Southampton FC,13.7,15000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1271,2019-2020,Ryan Bertrand,29,841,2742.0,179.0,1.901639344262295,0.03,0.03,Southampton FC,13.7,10500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1272,2020-2021,Ryan Bertrand,30,900,2598.0,179.0,1.2802768166089966,0.03,0.0,Southampton FC,11.9,8000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1274,2019-2020,Jeremy Ngakia,18,324,440.0,184.0,1.4285714285714284,0.0,0.0,West Ham United,6.45,250000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1276,2017-2018,Sam Vokes,27,729,998.0,186.0,10.9009009009009,0.09,0.36,Burnley FC,10.8,6000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1277,2018-2019,Sam Vokes,28,784,915.0,186.0,21.198608475648324,0.0,0.3,Burnley FC,8.0,5000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
