Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Liverpool,Burnley,2,0,"['Alisson', 'Virgil van Dijk', 'Naby Keïta', 'Sadio Mané', 'Mohamed Salah', 'Jordan Henderson', 'Diogo Jota', 'Kostas Tsimikas', 'Joël Matip', 'Trent Alexander-Arnold', 'Harvey Elliott']","['Adrián', 'Caoimhín Kelleher', 'Ibrahima Konaté', 'Thiago Alcántara', 'Roberto Firmino', 'Joe Gomez', 'Curtis Jones', 'Takumi Minamino', 'Andrew Robertson']","[[81, 'Thiago Alcántara', 'Naby Keïta'], [81, 'Roberto Firmino', 'Diogo Jota'], [90, 'Joe Gomez', 'Kostas Tsimikas']]","['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Jóhann Berg Guðmundsson', 'Josh Brownhill', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil']","['Wayne Hennessey', 'Will Norris', 'Jay Rodriguez', 'Nathan Collins', 'Erik Pieters', 'Phil Bardsley', 'Bobby Thomas', 'Lewis Richardson', 'Owen Dodgson']","[[75, 'Jay Rodriguez', 'Chris Wood'], [79, 'Erik Pieters', 'Jóhann Berg Guðmundsson']]","[18, 69]",[],"[[81, 'Thiago Alcántara', 'Naby Keïta'], [81, 'Roberto Firmino', 'Diogo Jota'], [90, 'Joe Gomez', 'Kostas Tsimikas']]","[[75, 'Jay Rodriguez', 'Chris Wood'], [79, 'Erik Pieters', 'Jóhann Berg Guðmundsson']]"
2021-2022,Aston Villa,Newcastle United,2,0,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Emi Buendía', 'Ashley Young', 'Danny Ings', 'Anwar El Ghazi', 'Jacob Ramsey']","['Jed Steer', 'Matt Targett', 'Wesley Moraes', 'Conor Hourihane', 'Axel Tuanzebe', 'Marvelous Nakamba', 'Kortney Hause', 'Jaden Philogene Bidace', 'Carney Chukwuemeka']","[[86, 'Jaden Philogene Bidace', 'Emi Buendía'], [88, 'Axel Tuanzebe', 'Douglas Luiz'], [90, 'Wesley Moraes', 'Danny Ings']]","['Freddie Woodman', 'Fabian Schär', 'Jamaal Lascelles', 'Callum Wilson', 'Allan Saint-Maximin', 'Matt Ritchie', 'Isaac Hayden', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Joe Willock']","['Mark Gillespie', 'Ciaran Clark', 'Joelinton', 'Jamal Lewis', 'Jeff Hendrick', 'Emil Krafth', 'Ryan Fraser', 'Dwight Gayle', 'Sean Longstaff']","[[46, 'Sean Longstaff', 'Isaac Hayden'], [78, 'Joelinton', 'Federico Fernández'], [90, 'Ryan Fraser', 'Joe Willock']]",[45],[],"[[86, 'Jaden Philogene Bidace', 'Emi Buendía'], [88, 'Axel Tuanzebe', 'Douglas Luiz'], [90, 'Wesley Moraes', 'Danny Ings']]","[[46, 'Sean Longstaff', 'Isaac Hayden'], [78, 'Joelinton', 'Federico Fernández'], [90, 'Ryan Fraser', 'Joe Willock']]"
2021-2022,Manchester City,Norwich City,5,0,"['Ederson', 'Kyle Walker', 'Rúben Dias', 'İlkay Gündoğan', 'Gabriel Jesus', 'Jack Grealish', 'Aymeric Laporte', 'Rodri', 'Bernardo Silva', 'Ferrán Torres', 'João Cancelo']","['Zack Steffen', 'Nathan Aké', 'Raheem Sterling', 'Oleksandr Zinchenko', 'Benjamin Mendy', 'Fernandinho', 'Riyad Mahrez', 'Thomas Doyle', 'Cole Palmer']","[[61, 'Raheem Sterling', 'Ferrán Torres'], [69, 'Cole Palmer', 'İlkay Gündoğan'], [75, 'Riyad Mahrez', 'Jack Grealish']]","['Tim Krul', 'Max Aarons', 'Ben Gibson', 'Grant Hanley', 'Lukas Rupp', 'Billy Gilmour', 'Todd Cantwell', 'Milot Rashica', 'Pierre Lees-Melou', 'Teemu Pukki', 'Dimitris Giannoulis']","['Angus Gunn', 'Kieran Dowell', 'Christos Tzolis', 'Jakob Sørensen', 'Kenny McLean', 'Josh Sargent', 'Bali Mumba', 'Adam Idah', 'Andrew Omobamidele']","[[46, 'Kenny McLean', 'Lukas Rupp'], [46, 'Bali Mumba', 'Dimitris Giannoulis'], [77, 'Josh Sargent', 'Teemu Pukki']]","[22, 64, 71, 84]",[],"[[61, 'Raheem Sterling', 'Ferrán Torres'], [69, 'Cole Palmer', 'İlkay Gündoğan'], [75, 'Riyad Mahrez', 'Jack Grealish']]","[[46, 'Kenny McLean', 'Lukas Rupp'], [46, 'Bali Mumba', 'Dimitris Giannoulis'], [77, 'Josh Sargent', 'Teemu Pukki']]"
2021-2022,Leeds United,Everton,2,2,"['Illan Meslier', 'Luke Ayling', 'Junior Firpo', 'Liam Cooper', 'Patrick Bamford', 'Raphinha', 'Stuart Dallas', 'Pascal Struijk', 'Jack Harrison', 'Kalvin Phillips', 'Mateusz Klich']","['Kristoffer Klaesson', 'Adam Forshaw', 'Tyler Roberts', 'Hélder Costa', 'Rodrigo', 'Charlie Cresswell', 'Cody Drameh', 'Crysencio Summerville', 'Jamie Shackleton']","[[60, 'Jamie Shackleton', 'Junior Firpo'], [60, 'Tyler Roberts', 'Mateusz Klich']]","['Jordan Pickford', 'Michael Keane', 'Allan', 'Richarlison', 'Dominic Calvert-Lewin', 'Demarai Gray', 'Lucas Digne', 'Yerry Mina', 'Abdoulaye Doucouré', 'Alex Iwobi', 'Séamus Coleman']","['Asmir Begović', 'Jonjoe Kenny', 'Mason Holgate', 'Fabian Delph', 'Andros Townsend', 'Jean-Philippe Gbamin', 'Tom Davies', 'Moise Kean', 'Jarrad Branthwaite']","[[75, 'Andros Townsend', 'Alex Iwobi'], [83, 'Fabian Delph', 'Demarai Gray'], [90, 'Moise Kean', 'Dominic Calvert-Lewin']]","[41, 72]",[50],"[[60, 'Jamie Shackleton', 'Junior Firpo'], [60, 'Tyler Roberts', 'Mateusz Klich']]","[[75, 'Andros Townsend', 'Alex Iwobi'], [83, 'Fabian Delph', 'Demarai Gray'], [90, 'Moise Kean', 'Dominic Calvert-Lewin']]"
2021-2022,Crystal Palace,Brentford,0,0,"['Vicente Guaita', 'Joel Ward', 'Tyrick Mitchell', 'Marc Guéhi', 'Cheikhou Kouyaté', 'Wilfried Zaha', 'Jeffrey Schlupp', 'Joachim Andersen', 'James McArthur', 'Christian Benteke', 'Conor Gallagher']","['Jack Butland', 'Remi Matthews', 'James Tomkins', 'Jordan Ayew', 'Jean-Philippe Mateta', 'Martin Kelly', 'Jaïro Riedewald', 'Jesuran Rak Sakyi']","[[68, 'Jordan Ayew', 'Jeffrey Schlupp']]","['David Raya', 'Rico Henry', 'Ethan Pinnock', 'Christian Nørgaard', 'Sergi Canós', 'Frank Onyeka', 'Ivan Toney', 'Pontus Jansson', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Vitaly Janelt']","['Álvaro Fernández', 'Charlie Goode', 'Marcus Forss', 'Yoane Wissa', 'Saman Ghoddos', 'Halil Dervişoğlu', 'Mads Bidstrup', 'Mads Bech Sørensen', 'Mads Roerslev']","[[70, 'Saman Ghoddos', 'Frank Onyeka'], [77, 'Yoane Wissa', 'Bryan Mbeumo'], [87, 'Mads Bidstrup', 'Vitaly Janelt']]",[],[],"[[68, 'Jordan Ayew', 'Jeffrey Schlupp']]","[[70, 'Saman Ghoddos', 'Frank Onyeka'], [77, 'Yoane Wissa', 'Bryan Mbeumo'], [87, 'Mads Bidstrup', 'Vitaly Janelt']]"
2021-2022,Brighton & Hove Albion,Watford,2,0,"['Robert Sánchez', 'Adam Webster', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Alexis Mac Allister', 'Leandro Trossard', 'Pascal Groß', 'Adam Lallana', 'Solly March', 'Shane Duffy']","['Jason Steele', 'Aaron Connolly', 'Enock Mwepu', 'Jakub Moder', 'Steven Alzate', 'Andi Zeqiri', 'Moisés Caicedo', 'Haydon Roberts', 'Taylor Richards']","[[46, 'Aaron Connolly', 'Neal Maupay'], [72, 'Enock Mwepu', 'Leandro Trossard'], [80, 'Jakub Moder', 'Adam Lallana']]","['Daniel Bachmann', 'Oghenekaro Etebo', 'William Troost-Ekong', 'Imran Louza', 'Tom Cleverley', 'Adam Masina', 'Ken Sema', 'Craig Cathcart', 'Ismaila Sarr', 'Emmanuel Dennis', 'Christian Kabasele']","['Ben Foster', 'Jeremy Ngakia', 'Danny Rose', 'Joshua King', 'Troy Deeney', 'Ashley Fletcher', 'Cucho', 'Francisco Sierralta', 'Kwadwo Baah']","[[46, 'Cucho', 'Imran Louza'], [65, 'Joshua King', 'Craig Cathcart'], [78, 'Troy Deeney', 'Ken Sema']]","[10, 41]",[],"[[46, 'Aaron Connolly', 'Neal Maupay'], [72, 'Enock Mwepu', 'Leandro Trossard'], [80, 'Jakub Moder', 'Adam Lallana']]","[[46, 'Cucho', 'Imran Louza'], [65, 'Joshua King', 'Craig Cathcart'], [78, 'Troy Deeney', 'Ken Sema']]"
2021-2022,Wolverhampton Wanderers,Tottenham Hotspur,0,1,"['José Sá', 'Fernando Marçal', 'Rúben Neves', 'Raúl Jiménez', 'Francisco Trincão', 'Conor Coady', 'Nélson Semedo', 'Max Kilman', 'Romain Saïss', 'João Moutinho', 'Adama Traoré']","['John Ruddy', 'Ki-Jana Hoever', 'Rayan Aït Nouri', 'Fábio Silva', 'Morgan Gibbs-White', 'Leander Dendoncker', 'Luke Cundle', 'Christian Marques', 'Chem Campbell']","[[72, 'Leander Dendoncker', 'João Moutinho'], [84, 'Rayan Aït Nouri', 'Francisco Trincão'], [84, 'Fábio Silva', 'Romain Saïss']]","['Hugo Lloris', 'Sergio Reguilón', 'Pierre Højbjerg', 'Davinson Sánchez', 'Son Heung-min', 'Eric Dier', 'Dele Alli', 'Steven Bergwijn', 'Japhet Tanganga', 'Lucas Moura', 'Oliver Skipp']","['Pierluigi Gollini', 'Matt Doherty', 'Harry Winks', 'Harry Kane', 'Bryan', 'Giovani Lo Celso', 'Ryan Sessegnon', 'Ben Davies', 'Dane Scarlett']","[[67, 'Giovani Lo Celso', 'Lucas Moura'], [72, 'Harry Kane', 'Son Heung-min'], [90, 'Harry Winks', 'Steven Bergwijn']]",[],[],"[[72, 'Leander Dendoncker', 'João Moutinho'], [84, 'Rayan Aït Nouri', 'Francisco Trincão'], [84, 'Fábio Silva', 'Romain Saïss']]","[[67, 'Giovani Lo Celso', 'Lucas Moura'], [72, 'Harry Kane', 'Son Heung-min'], [90, 'Harry Winks', 'Steven Bergwijn']]"
2021-2022,Southampton,Manchester United,1,1,"['Alex McCarthy', 'Jack Stephens', 'Oriol Romeu', 'James Ward-Prowse', 'Adam Armstrong', 'Che Adams', 'Romain Perraud', 'Moussa Djenepo', 'Valentino Livramento', 'Mohammed Salisu', 'Theo Walcott']","['Fraser Forster', 'Kyle Walker-Peters', 'Shane Long', 'Nathan Redmond', 'Nathan Tella', 'Mohamed Elyounoussi', 'Ibrahima Diallo', 'Jan Bednarek', 'Yan Valery']","[[46, 'Jan Bednarek', 'Theo Walcott'], [70, 'Ibrahima Diallo', 'Moussa Djenepo'], [79, 'Kyle Walker-Peters', 'Romain Perraud']]","['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Paul Pogba', 'Anthony Martial', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Nemanja Matić']","['Tom Heaton', 'Juan Mata', 'Jesse Lingard', 'Raphaël Varane', 'Diogo Dalot', 'Daniel James', 'Jadon Sancho', 'Donny van de Beek', 'Scott McTominay']","[[59, 'Jadon Sancho', 'Anthony Martial'], [76, 'Scott McTominay', 'Fred'], [86, 'Jesse Lingard', 'Nemanja Matić']]",[],[55],"[[46, 'Jan Bednarek', 'Theo Walcott'], [70, 'Ibrahima Diallo', 'Moussa Djenepo'], [79, 'Kyle Walker-Peters', 'Romain Perraud']]","[[59, 'Jadon Sancho', 'Anthony Martial'], [76, 'Scott McTominay', 'Fred'], [86, 'Jesse Lingard', 'Nemanja Matić']]"
2021-2022,Arsenal,Chelsea,0,2,"['Bernd Leno', 'Kieran Tierney', 'Bukayo Saka', 'Emile Smith Rowe', 'Rob Holding', 'Cédric Soares', 'Nicolas Pépé', 'Pablo Marí', 'Albert Sambi Lokonga', 'Granit Xhaka', 'Martinelli']","['Aaron Ramsdale', 'Pierre-Emerick Aubameyang', 'Ainsley Maitland-Niles', 'Nuno Tavares', 'Calum Chambers', 'Reiss Nelson', 'Mohamed Elneny', 'Folarin Balogun', 'Sead Kolašinac']","[[61, 'Pierre-Emerick Aubameyang', 'Bukayo Saka'], [66, 'Nuno Tavares', 'Kieran Tierney'], [79, 'Folarin Balogun', 'Martinelli']]","['Edouard Mendy', 'Antonio Rüdiger', 'Marcos Alonso', 'Andreas Christensen', 'Jorginho', 'Mateo Kovačić', 'Romelu Lukaku', 'Mason Mount', 'Reece James', 'César Azpilicueta', 'Kai Havertz']","['Kepa Arrizabalaga', 'Thiago Silva', ""N'Golo Kanté"", 'Timo Werner', 'Trevoh Chalobah', 'Kurt Zouma', 'Callum Hudson-Odoi', 'Ben Chilwell', 'Hakim Ziyech']","[[72, ""N'Golo Kanté"", 'Mateo Kovačić'], [82, 'Hakim Ziyech', 'Mason Mount'], [90, 'Timo Werner', 'Kai Havertz']]",[],"[15, 35]","[[61, 'Pierre-Emerick Aubameyang', 'Bukayo Saka'], [66, 'Nuno Tavares', 'Kieran Tierney'], [79, 'Folarin Balogun', 'Martinelli']]","[[72, ""N'Golo Kanté"", 'Mateo Kovačić'], [82, 'Hakim Ziyech', 'Mason Mount'], [90, 'Timo Werner', 'Kai Havertz']]"
2021-2022,West Ham United,Leicester City,4,1,"['Łukasz Fabiański', 'Aaron Cresswell', 'Vladimír Coufal', 'Pablo Fornals', 'Michail Antonio', 'Craig Dawson', 'Jarrod Bowen', 'Angelo Ogbonna', 'Saïd Benrahma', 'Tomáš Souček', 'Declan Rice']","['Alphonse Areola', 'Andriy Yarmolenko', 'Manuel Lanzini', 'Mark Noble', 'Issa Diop', 'Ryan Fredericks', 'Ben Johnson', 'Conor Coventry', 'Jamal Baptiste']","[[88, 'Mark Noble', 'Saïd Benrahma'], [89, 'Andriy Yarmolenko', 'Michail Antonio']]","['Kasper Schmeichel', 'Çağlar Söyüncü', 'Harvey Barnes', 'Youri Tielemans', 'Jamie Vardy', 'James Maddison', 'Ayoze Pérez', 'Daniel Amartey', 'Ricardo Pereira', 'Wilfred Ndidi', 'Luke Thomas']","['Danny Ward', 'Marc Albrighton', 'Kelechi Iheanacho', 'Hamza Choudhury', 'Kiernan Dewsbury-Hall', 'Dennis Praet', 'Timothy Castagne', 'Patson Daka', 'Boubakary Soumaré']","[[64, 'Patson Daka', 'Harvey Barnes'], [81, 'Kelechi Iheanacho', 'Jamie Vardy'], [81, 'Boubakary Soumaré', 'James Maddison']]","[26, 56, 80, 84]",[69],"[[88, 'Mark Noble', 'Saïd Benrahma'], [89, 'Andriy Yarmolenko', 'Michail Antonio']]","[[64, 'Patson Daka', 'Harvey Barnes'], [81, 'Kelechi Iheanacho', 'Jamie Vardy'], [81, 'Boubakary Soumaré', 'James Maddison']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Manchester City,Arsenal,5,0,"['Ederson', 'Kyle Walker', 'Rúben Dias', 'İlkay Gündoğan', 'Gabriel Jesus', 'Jack Grealish', 'Aymeric Laporte', 'Rodri', 'Bernardo Silva', 'Ferrán Torres', 'João Cancelo']","['Zack Steffen', 'John Stones', 'Nathan Aké', 'Raheem Sterling', 'Oleksandr Zinchenko', 'Fernandinho', 'Riyad Mahrez', 'Thomas Doyle', 'Cole Palmer']","[[46, 'Oleksandr Zinchenko', 'Kyle Walker'], [58, 'Raheem Sterling', 'Bernardo Silva'], [61, 'Riyad Mahrez', 'Gabriel Jesus']]","['Bernd Leno', 'Kieran Tierney', 'Bukayo Saka', 'Martin Ødegaard', 'Emile Smith Rowe', 'Pierre-Emerick Aubameyang', 'Rob Holding', 'Cédric Soares', 'Calum Chambers', 'Sead Kolašinac', 'Granit Xhaka']","['Aaron Ramsdale', 'Arthur Okonkwo', 'Alexandre Lacazette', 'Ainsley Maitland-Niles', 'Nuno Tavares', 'Pablo Marí', 'Albert Sambi Lokonga', 'Mohamed Elneny', 'Martinelli']","[[46, 'Mohamed Elneny', 'Bukayo Saka'], [59, 'Alexandre Lacazette', 'Pierre-Emerick Aubameyang'], [71, 'Ainsley Maitland-Niles', 'Martin Ødegaard']]","[7, 12, 43, 53, 84]",[],"[[46, 'Oleksandr Zinchenko', 'Kyle Walker'], [58, 'Raheem Sterling', 'Bernardo Silva'], [61, 'Riyad Mahrez', 'Gabriel Jesus']]","[[46, 'Mohamed Elneny', 'Bukayo Saka'], [59, 'Alexandre Lacazette', 'Pierre-Emerick Aubameyang'], [71, 'Ainsley Maitland-Niles', 'Martin Ødegaard']]"
2021-2022,Norwich City,Leicester City,1,2,"['Tim Krul', 'Max Aarons', 'Ben Gibson', 'Grant Hanley', 'Billy Gilmour', 'Todd Cantwell', 'Milot Rashica', 'Pierre Lees-Melou', 'Brandon Williams', 'Teemu Pukki', 'Kenny McLean']","['Angus Gunn', 'Christoph Zimmermann', 'Lukas Rupp', 'Kieran Dowell', 'Jakob Sørensen', 'Josh Sargent', 'Dimitris Giannoulis', 'Adam Idah', 'Andrew Omobamidele']","[[73, 'Josh Sargent', 'Teemu Pukki'], [73, 'Lukas Rupp', 'Pierre Lees-Melou'], [79, 'Adam Idah', 'Billy Gilmour']]","['Kasper Schmeichel', 'Çağlar Söyüncü', 'Harvey Barnes', 'Youri Tielemans', 'Jamie Vardy', 'James Maddison', 'Marc Albrighton', 'Daniel Amartey', 'Ricardo Pereira', 'Wilfred Ndidi', 'Luke Thomas']","['Danny Ward', 'Eldin Jakupović', 'Kelechi Iheanacho', 'Hamza Choudhury', 'Kiernan Dewsbury-Hall', 'Dennis Praet', 'Timothy Castagne', 'Patson Daka', 'Boubakary Soumaré']","[[11, 'Timothy Castagne', 'Ricardo Pereira'], [67, 'Kelechi Iheanacho', 'Harvey Barnes'], [86, 'Kiernan Dewsbury-Hall', 'James Maddison']]",[],"[8, 76]","[[73, 'Josh Sargent', 'Teemu Pukki'], [73, 'Lukas Rupp', 'Pierre Lees-Melou'], [79, 'Adam Idah', 'Billy Gilmour']]","[[11, 'Timothy Castagne', 'Ricardo Pereira'], [67, 'Kelechi Iheanacho', 'Harvey Barnes'], [86, 'Kiernan Dewsbury-Hall', 'James Maddison']]"
2021-2022,West Ham United,Crystal Palace,2,2,"['Łukasz Fabiański', 'Aaron Cresswell', 'Vladimír Coufal', 'Pablo Fornals', 'Michail Antonio', 'Craig Dawson', 'Jarrod Bowen', 'Angelo Ogbonna', 'Saïd Benrahma', 'Tomáš Souček', 'Declan Rice']","['Alphonse Areola', 'Andriy Yarmolenko', 'Manuel Lanzini', 'Mark Noble', 'Issa Diop', 'Ryan Fredericks', 'Ben Johnson', 'Conor Coventry', 'Jamal Baptiste']","[[79, 'Manuel Lanzini', 'Jarrod Bowen'], [87, 'Andriy Yarmolenko', 'Pablo Fornals']]","['Vicente Guaita', 'Joel Ward', 'Tyrick Mitchell', 'Marc Guéhi', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Wilfried Zaha', 'Joachim Andersen', 'James McArthur', 'Christian Benteke', 'Conor Gallagher']","['Jack Butland', 'James Tomkins', 'Jean-Philippe Mateta', 'Jeffrey Schlupp', 'Martin Kelly', 'Reece Hannam', 'Jaïro Riedewald', 'Robert Street', 'Jesuran Rak Sakyi']","[[88, 'Jeffrey Schlupp', 'James McArthur']]","[39, 68]","[58, 70]","[[79, 'Manuel Lanzini', 'Jarrod Bowen'], [87, 'Andriy Yarmolenko', 'Pablo Fornals']]","[[88, 'Jeffrey Schlupp', 'James McArthur']]"
2021-2022,Aston Villa,Brentford,1,1,"['Emiliano Martínez', 'Matty Cash', 'Matt Targett', 'Ezri Konsa', 'Douglas Luiz', 'Emi Buendía', 'Axel Tuanzebe', 'Ashley Young', 'Danny Ings', 'Anwar El Ghazi', 'Carney Chukwuemeka']","['Jed Steer', 'Ollie Watkins', 'Conor Hourihane', 'Marvelous Nakamba', 'Frederic Guilbert', 'Kortney Hause', 'Jaden Philogene Bidace', 'Cameron Archer', 'Aaron Ramsey']","[[63, 'Marvelous Nakamba', 'Carney Chukwuemeka'], [79, 'Ollie Watkins', 'Ashley Young'], [89, 'Kortney Hause', 'Ezri Konsa']]","['David Raya', 'Rico Henry', 'Ethan Pinnock', 'Christian Nørgaard', 'Sergi Canós', 'Saman Ghoddos', 'Ivan Toney', 'Pontus Jansson', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Vitaly Janelt']","['Álvaro Fernández', 'Dominic Thompson', 'Mathias Jensen', 'Marcus Forss', 'Yoane Wissa', 'Halil Dervişoğlu', 'Shandon Baptiste', 'Mads Bidstrup', 'Finley Stevens']","[[66, 'Yoane Wissa', 'Saman Ghoddos'], [80, 'Mathias Jensen', 'Bryan Mbeumo'], [89, 'Shandon Baptiste', 'Vitaly Janelt']]",[13],[7],"[[63, 'Marvelous Nakamba', 'Carney Chukwuemeka'], [79, 'Ollie Watkins', 'Ashley Young'], [89, 'Kortney Hause', 'Ezri Konsa']]","[[66, 'Yoane Wissa', 'Saman Ghoddos'], [80, 'Mathias Jensen', 'Bryan Mbeumo'], [89, 'Shandon Baptiste', 'Vitaly Janelt']]"
2021-2022,Newcastle United,Southampton,2,2,"['Freddie Woodman', 'Fabian Schär', 'Jamaal Lascelles', 'Callum Wilson', 'Allan Saint-Maximin', 'Matt Ritchie', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Joe Willock', 'Sean Longstaff']","['Mark Gillespie', 'Ciaran Clark', 'Joelinton', 'Jamal Lewis', 'Jeff Hendrick', 'Emil Krafth', 'Javier Manquillo', 'Ryan Fraser', 'Dwight Gayle']","[[69, 'Joelinton', 'Callum Wilson'], [84, 'Ryan Fraser', 'Joe Willock']]","['Alex McCarthy', 'Kyle Walker-Peters', 'Jack Stephens', 'Oriol Romeu', 'James Ward-Prowse', 'Adam Armstrong', 'Che Adams', 'Moussa Djenepo', 'Valentino Livramento', 'Mohammed Salisu', 'Mohamed Elyounoussi']","['Fraser Forster', 'Nathan Redmond', 'Romain Perraud', 'Armando Broja', 'Nathan Tella', 'Ibrahima Diallo', 'Theo Walcott', 'Jan Bednarek', 'Yan Valery']","[[58, 'Nathan Redmond', 'Moussa Djenepo'], [71, 'Armando Broja', 'Che Adams'], [88, 'Ibrahima Diallo', 'Oriol Romeu']]","[55, 90]",[74],"[[69, 'Joelinton', 'Callum Wilson'], [84, 'Ryan Fraser', 'Joe Willock']]","[[58, 'Nathan Redmond', 'Moussa Djenepo'], [71, 'Armando Broja', 'Che Adams'], [88, 'Ibrahima Diallo', 'Oriol Romeu']]"
2021-2022,Brighton & Hove Albion,Everton,0,2,"['Robert Sánchez', 'Adam Webster', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Alexis Mac Allister', 'Leandro Trossard', 'Pascal Groß', 'Adam Lallana', 'Jakub Moder', 'Shane Duffy']","['Jason Steele', 'Aaron Connolly', 'Enock Mwepu', 'Steven Alzate', 'Danny Welbeck', 'Andi Zeqiri', 'Haydon Roberts', 'Taylor Richards', 'Joël Veltman']","[[46, 'Joël Veltman', 'Alexis Mac Allister'], [59, 'Danny Welbeck', 'Adam Lallana'], [73, 'Taylor Richards', 'Jakub Moder']]","['Jordan Pickford', 'Mason Holgate', 'Michael Keane', 'Allan', 'Richarlison', 'Dominic Calvert-Lewin', 'Demarai Gray', 'Lucas Digne', 'Andros Townsend', 'Abdoulaye Doucouré', 'Séamus Coleman']","['Asmir Begović', 'Andy Lonergan', 'Jonjoe Kenny', 'Alex Iwobi', 'Niels Nkounkou', 'André Gomes', 'Anthony Gordon', 'Jarrad Branthwaite']","[[70, 'Alex Iwobi', 'Dominic Calvert-Lewin'], [81, 'André Gomes', 'Demarai Gray']]",[],[41],"[[46, 'Joël Veltman', 'Alexis Mac Allister'], [59, 'Danny Welbeck', 'Adam Lallana'], [73, 'Taylor Richards', 'Jakub Moder']]","[[70, 'Alex Iwobi', 'Dominic Calvert-Lewin'], [81, 'André Gomes', 'Demarai Gray']]"
2021-2022,Liverpool,Chelsea,1,1,"['Alisson', 'Fabinho', 'Virgil van Dijk', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Jordan Henderson', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold', 'Harvey Elliott']","['Caoimhín Kelleher', 'Ibrahima Konaté', 'Thiago Alcántara', 'Naby Keïta', 'Joe Gomez', 'Alex Oxlade-Chamberlain', 'Takumi Minamino', 'Diogo Jota', 'Kostas Tsimikas']","[[43, 'Diogo Jota', 'Roberto Firmino'], [74, 'Thiago Alcántara', 'Jordan Henderson'], [86, 'Kostas Tsimikas', 'Andrew Robertson']]","['Edouard Mendy', 'Antonio Rüdiger', 'Marcos Alonso', 'Andreas Christensen', 'Jorginho', ""N'Golo Kanté"", 'Romelu Lukaku', 'Mason Mount', 'Reece James', 'César Azpilicueta', 'Kai Havertz']","['Kepa Arrizabalaga', 'Thiago Silva', 'Mateo Kovačić', 'Timo Werner', 'Ruben Loftus-Cheek', 'Trevoh Chalobah', 'Callum Hudson-Odoi', 'Ben Chilwell', 'Hakim Ziyech']","[[46, 'Mateo Kovačić', ""N'Golo Kanté""], [46, 'Thiago Silva', 'Kai Havertz'], [87, 'Trevoh Chalobah', 'Jorginho']]",[],[22],"[[43, 'Diogo Jota', 'Roberto Firmino'], [74, 'Thiago Alcántara', 'Jordan Henderson'], [86, 'Kostas Tsimikas', 'Andrew Robertson']]","[[46, 'Mateo Kovačić', ""N'Golo Kanté""], [46, 'Thiago Silva', 'Kai Havertz'], [87, 'Trevoh Chalobah', 'Jorginho']]"
