Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2020-2021,Leeds United,Manchester City,1,1,"['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Liam Cooper', 'Patrick Bamford', 'Ezgjan Alioski', 'Tyler Roberts', 'Stuart Dallas', 'Hélder Costa', 'Kalvin Phillips', 'Mateusz Klich']","['Elia Caprile', 'Ian Carlo Poveda', 'Diego Llorente', 'Rodrigo', 'Pascal Struijk', 'Leif Davis', 'Jamie Shackleton']","[[46, 'Ian Carlo Poveda', 'Ezgjan Alioski'], [56, 'Rodrigo', 'Tyler Roberts'], [77, 'Leif Davis', 'Mateusz Klich']]","['Ederson', 'Kyle Walker', 'Rúben Dias', 'Raheem Sterling', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Ferrán Torres', 'Benjamin Mendy', 'Riyad Mahrez', 'Phil Foden']","['Zack Steffen', 'John Stones', 'Nathan Aké', 'Bernardo Silva', 'Fernandinho', 'Liam Delap', 'Cole Palmer']","[[65, 'Bernardo Silva', 'Ferrán Torres'], [71, 'Nathan Aké', 'Benjamin Mendy'], [77, 'Fernandinho', 'Riyad Mahrez']]",[59],[17],"[[46, 'Ian Carlo Poveda', 'Ezgjan Alioski'], [56, 'Rodrigo', 'Tyler Roberts'], [77, 'Leif Davis', 'Mateusz Klich']]","[[65, 'Bernardo Silva', 'Ferrán Torres'], [71, 'Nathan Aké', 'Benjamin Mendy'], [77, 'Fernandinho', 'Riyad Mahrez']]"
2020-2021,Newcastle United,Burnley,3,1,"['Karl Darlow', 'Fabian Schär', 'Jonjo Shelvey', 'Joelinton', 'Allan Saint-Maximin', 'Callum Wilson', 'Isaac Hayden', 'Jamal Lewis', 'Jeff Hendrick', 'Emil Krafth', 'Federico Fernández']","['Mark Gillespie', 'Andy Carroll', 'Javier Manquillo', 'Ryan Fraser', 'Jacob Murphy', 'Miguel Almirón', 'Sean Longstaff']","[[55, 'Javier Manquillo', 'Fabian Schär'], [73, 'Ryan Fraser', 'Allan Saint-Maximin'], [90, 'Sean Longstaff', 'Joelinton']]","['Nick Pope', 'Charlie Taylor', 'James Tarkowski', 'Josh Brownhill', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil', 'Dale Stephens', 'Ashley Westwood', 'Phil Bardsley', 'Kevin Long']","['Bailey Peacock-Farrell', 'Jóhann Berg Guðmundsson', 'Robbie Brady', 'Erik Pieters', 'Matěj Vydra', 'Jimmy Dunne', 'Josh Benson']","[[68, 'Jóhann Berg Guðmundsson', 'Dale Stephens'], [77, 'Matěj Vydra', 'Ashley Barnes']]","[14, 65]",[61],"[[55, 'Javier Manquillo', 'Fabian Schär'], [73, 'Ryan Fraser', 'Allan Saint-Maximin'], [90, 'Sean Longstaff', 'Joelinton']]","[[68, 'Jóhann Berg Guðmundsson', 'Dale Stephens'], [77, 'Matěj Vydra', 'Ashley Barnes']]"
2020-2021,Southampton,West Bromwich Albion,2,0,"['Alex McCarthy', 'Kyle Walker-Peters', 'Ryan Bertrand', 'Jannik Vestergaard', 'Oriol Romeu', 'James Ward-Prowse', 'Danny Ings', 'Che Adams', 'Moussa Djenepo', 'Stuart Armstrong', 'Jan Bednarek']","['Fraser Forster', 'Jack Stephens', 'Shane Long', 'Nathan Redmond', 'Michael Obafemi', 'Yan Valery', 'William Smallbone']","[[55, 'Nathan Redmond', 'Moussa Djenepo'], [84, 'Shane Long', 'Che Adams']]","['Sam Johnstone', 'Kyle Bartley', 'Semi Ajayi', 'Callum Robinson', 'Jake Livermore', 'Grady Diangana', 'Matheus Pereira', 'Conor Townsend', 'Romaine Sawyers', 'Kyle Edwards', ""Dara O'Shea""]","['David Button', 'Darnell Furlong', 'Hal Robson-Kanu', 'Rekeem Harper', 'Filip Krovinović', 'Branislav Ivanović', 'Sam Field']","[[46, 'Sam Field', 'Kyle Edwards'], [60, 'Hal Robson-Kanu', 'Callum Robinson'], [64, 'Filip Krovinović', 'Romaine Sawyers']]","[41, 69]",[],"[[55, 'Nathan Redmond', 'Moussa Djenepo'], [84, 'Shane Long', 'Che Adams']]","[[46, 'Sam Field', 'Kyle Edwards'], [60, 'Hal Robson-Kanu', 'Callum Robinson'], [64, 'Filip Krovinović', 'Romaine Sawyers']]"
2020-2021,Leicester City,West Ham United,0,3,"['Kasper Schmeichel', 'James Justin', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'Harvey Barnes', 'Ayoze Pérez', 'Daniel Amartey', 'Nampalys Mendy', 'Timothy Castagne']","['Danny Ward', 'Wesley Fofana', 'Marc Albrighton', 'Kelechi Iheanacho', 'Cengiz Ünder', 'Hamza Choudhury', 'Christian Fuchs']","[[55, 'Cengiz Ünder', 'Daniel Amartey'], [64, 'Kelechi Iheanacho', 'Ayoze Pérez'], [89, 'Hamza Choudhury', 'Nampalys Mendy']]","['Łukasz Fabiański', 'Aaron Cresswell', 'Fabián Balbuena', 'Vladimír Coufal', 'Pablo Fornals', 'Jarrod Bowen', 'Angelo Ogbonna', 'Arthur Masuaku', 'Tomáš Souček', 'Michail Antonio', 'Declan Rice']","['Darren Randolph', 'Andriy Yarmolenko', 'Felipe Anderson', 'Manuel Lanzini', 'Mark Noble', 'Sébastien Haller', 'Ben Johnson']","[[88, 'Mark Noble', 'Jarrod Bowen'], [88, 'Sébastien Haller', 'Michail Antonio']]",[],"[14, 34, 83]","[[55, 'Cengiz Ünder', 'Daniel Amartey'], [64, 'Kelechi Iheanacho', 'Ayoze Pérez'], [89, 'Hamza Choudhury', 'Nampalys Mendy']]","[[88, 'Mark Noble', 'Jarrod Bowen'], [88, 'Sébastien Haller', 'Michail Antonio']]"
2020-2021,Arsenal,Sheffield United,2,1,"['Bernd Leno', 'Héctor Bellerín', 'Kieran Tierney', 'Gabriel Dos Santos', 'Bukayo Saka', 'Dani Ceballos', 'Willian', 'Pierre-Emerick Aubameyang', 'David Luiz', 'Mohamed Elneny', 'Eddie Nketiah']","['Rúnar Alex Rúnarsson', 'Alexandre Lacazette', 'Ainsley Maitland-Niles', 'Rob Holding', 'Nicolas Pépé', 'Joe Willock', 'Granit Xhaka']","[[58, 'Nicolas Pépé', 'Eddie Nketiah'], [81, 'Granit Xhaka', 'Dani Ceballos'], [87, 'Ainsley Maitland-Niles', 'Bukayo Saka']]","['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'Chris Basham', 'John Lundstram', 'Sander Berge', 'John Egan', 'Oliver Burke', 'David McGoldrick', 'Jack Robinson', 'Ben Osborn']","['Wes Foderingham', 'John Fleck', 'Oliver McBurnie', 'Billy Sharp', 'Max Lowe', 'Oliver Norwood', 'Ethan Ampadu']","[[56, 'Oliver McBurnie', 'Oliver Burke'], [63, 'John Fleck', 'Ben Osborn'], [76, 'Billy Sharp', 'Chris Basham']]","[61, 64]",[83],"[[58, 'Nicolas Pépé', 'Eddie Nketiah'], [81, 'Granit Xhaka', 'Dani Ceballos'], [87, 'Ainsley Maitland-Niles', 'Bukayo Saka']]","[[56, 'Oliver McBurnie', 'Oliver Burke'], [63, 'John Fleck', 'Ben Osborn'], [76, 'Billy Sharp', 'Chris Basham']]"
2020-2021,Wolverhampton Wanderers,Fulham,1,0,"['Rui Patrício', 'Pedro Neto', 'Rúben Neves', 'Raúl Jiménez', 'Daniel Podence', 'Willy Boly', 'Conor Coady', 'Nélson Semedo', 'Romain Saïss', 'Leander Dendoncker', 'Max Kilman']","['John Ruddy', 'Ki-Jana Hoever', 'Fábio Silva', 'Vitinha', 'João Moutinho', 'Adama Traoré', 'Oskar Buur']","[[71, 'João Moutinho', 'Daniel Podence'], [78, 'Ki-Jana Hoever', 'Nélson Semedo'], [82, 'Adama Traoré', 'Pedro Neto']]","['Alphonse Areola', 'Aleksandar Mitrović', 'Tom Cairney', 'Tim Ream', 'Bobby Reid', 'Ivan Cavaleiro', 'Maxime Le Marchand', 'Joe Bryan', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson', 'Ola Aina']","['Marek Rodák', 'Michael Hector', 'Denis Odoi', 'Neeskens Kebano', 'Stefan Johansen', 'Ademola Lookman', 'Aboubakar Kamara']","[[67, 'Ademola Lookman', 'Ivan Cavaleiro'], [67, 'Aboubakar Kamara', 'Joe Bryan'], [81, 'Neeskens Kebano', 'Bobby Reid']]",[56],[],"[[71, 'João Moutinho', 'Daniel Podence'], [78, 'Ki-Jana Hoever', 'Nélson Semedo'], [82, 'Adama Traoré', 'Pedro Neto']]","[[67, 'Ademola Lookman', 'Ivan Cavaleiro'], [67, 'Aboubakar Kamara', 'Joe Bryan'], [81, 'Neeskens Kebano', 'Bobby Reid']]"
2020-2021,Manchester United,Tottenham Hotspur,1,6,"['David de Gea', 'Eric Bailly', 'Harry Maguire', 'Paul Pogba', 'Anthony Martial', 'Marcus Rashford', 'Mason Greenwood', 'Bruno Fernandes', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Nemanja Matić']","['Dean Henderson', 'Victor Lindelöf', 'Juan Mata', 'Jesse Lingard', 'Fred', 'Donny van de Beek', 'Scott McTominay']","[[46, 'Fred', 'Bruno Fernandes'], [46, 'Scott McTominay', 'Nemanja Matić'], [68, 'Donny van de Beek', 'Mason Greenwood']]","['Hugo Lloris', 'Sergio Reguilón', 'Pierre Højbjerg', 'Davinson Sánchez', 'Son Heung-min', 'Harry Kane', 'Érik Lamela', 'Eric Dier', 'Moussa Sissoko', 'Serge Aurier', 'Tanguy Ndombele']","['Joe Hart', 'Matt Doherty', 'Toby Alderweireld', 'Harry Winks', 'Dele Alli', 'Lucas Moura', 'Ben Davies']","[[46, 'Lucas Moura', 'Érik Lamela'], [69, 'Dele Alli', 'Tanguy Ndombele'], [73, 'Ben Davies', 'Son Heung-min']]",[],"[4, 7, 30, 37, 51]","[[46, 'Fred', 'Bruno Fernandes'], [46, 'Scott McTominay', 'Nemanja Matić'], [68, 'Donny van de Beek', 'Mason Greenwood']]","[[46, 'Lucas Moura', 'Érik Lamela'], [69, 'Dele Alli', 'Tanguy Ndombele'], [73, 'Ben Davies', 'Son Heung-min']]"
2020-2021,Aston Villa,Liverpool,7,2,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ollie Watkins', 'Trézéguet', 'Matt Targett', 'Ross Barkley']","['Jed Steer', 'Conor Hourihane', 'Bertrand Traoré', 'Marvelous Nakamba', 'Anwar El Ghazi', 'Ahmed Elmohamady', 'Keinan Davis']","[[80, 'Ahmed Elmohamady', 'Matty Cash'], [80, 'Marvelous Nakamba', 'Douglas Luiz'], [87, 'Bertrand Traoré', 'Trézéguet']]","['Adrián', 'Fabinho', 'Virgil van Dijk', 'Georginio Wijnaldum', 'Naby Keïta', 'Roberto Firmino', 'Mohamed Salah', 'Joe Gomez', 'Diogo Jota', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Caoimhín Kelleher', 'James Milner', 'Jordan Henderson', 'Curtis Jones', 'Takumi Minamino', 'Divock Origi', 'Neco Williams']","[[46, 'Takumi Minamino', 'Naby Keïta'], [61, 'Curtis Jones', 'Joe Gomez'], [68, 'James Milner', 'Roberto Firmino']]","[4, 22, 35, 39, 55, 66, 75]","[33, 60]","[[80, 'Ahmed Elmohamady', 'Matty Cash'], [80, 'Marvelous Nakamba', 'Douglas Luiz'], [87, 'Bertrand Traoré', 'Trézéguet']]","[[46, 'Takumi Minamino', 'Naby Keïta'], [61, 'Curtis Jones', 'Joe Gomez'], [68, 'James Milner', 'Roberto Firmino']]"
2020-2021,Everton,Liverpool,2,2,"['Jordan Pickford', 'Michael Keane', 'Allan', 'Richarlison', 'Dominic Calvert-Lewin', 'Lucas Digne', 'Yerry Mina', 'Abdoulaye Doucouré', 'James Rodríguez', 'André Gomes', 'Séamus Coleman']","['Robin Olsen', 'Fabian Delph', 'Gylfi Sigurðsson', 'Alex Iwobi', 'Bernard', 'Ben Godfrey', 'Tom Davies']","[[31, 'Ben Godfrey', 'Séamus Coleman'], [72, 'Gylfi Sigurðsson', 'André Gomes'], [78, 'Alex Iwobi', 'Abdoulaye Doucouré']]","['Adrián', 'Fabinho', 'Virgil van Dijk', 'Thiago Alcántara', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Jordan Henderson', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold']","['Caoimhín Kelleher', 'Georginio Wijnaldum', 'James Milner', 'Joe Gomez', 'Curtis Jones', 'Takumi Minamino', 'Diogo Jota']","[[11, 'Joe Gomez', 'Virgil van Dijk'], [78, 'Diogo Jota', 'Roberto Firmino'], [90, 'Georginio Wijnaldum', 'Fabinho']]","[19, 81]","[3, 72]","[[31, 'Ben Godfrey', 'Séamus Coleman'], [72, 'Gylfi Sigurðsson', 'André Gomes'], [78, 'Alex Iwobi', 'Abdoulaye Doucouré']]","[[11, 'Joe Gomez', 'Virgil van Dijk'], [78, 'Diogo Jota', 'Roberto Firmino'], [90, 'Georginio Wijnaldum', 'Fabinho']]"
2020-2021,Chelsea,Southampton,3,3,"['Kepa Arrizabalaga', 'Andreas Christensen', 'Jorginho', ""N'Golo Kanté"", 'Christian Pulisic', 'Timo Werner', 'Kurt Zouma', 'Mason Mount', 'Ben Chilwell', 'César Azpilicueta', 'Kai Havertz']","['Willy Caballero', 'Tammy Abraham', 'Fikayo Tomori', 'Olivier Giroud', 'Callum Hudson-Odoi', 'Hakim Ziyech', 'Reece James']","[[72, 'Hakim Ziyech', 'Mason Mount'], [87, 'Reece James', 'Christian Pulisic'], [90, 'Tammy Abraham', 'Timo Werner']]","['Alex McCarthy', 'Kyle Walker-Peters', 'Ryan Bertrand', 'Jannik Vestergaard', 'Oriol Romeu', 'James Ward-Prowse', 'Danny Ings', 'Che Adams', 'Nathan Redmond', 'Theo Walcott', 'Jan Bednarek']","['Fraser Forster', 'Jack Stephens', 'Shane Long', 'Michael Obafemi', 'Yan Valery', 'Nathan Tella', 'Ibrahima Diallo']","[[77, 'Nathan Tella', 'Nathan Redmond'], [86, 'Shane Long', 'Che Adams'], [87, 'Ibrahima Diallo', 'Oriol Romeu']]","[15, 28, 59]","[43, 57, 90]","[[72, 'Hakim Ziyech', 'Mason Mount'], [87, 'Reece James', 'Christian Pulisic'], [90, 'Tammy Abraham', 'Timo Werner']]","[[77, 'Nathan Tella', 'Nathan Redmond'], [86, 'Shane Long', 'Che Adams'], [87, 'Ibrahima Diallo', 'Oriol Romeu']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2020-2021,Manchester City,Arsenal,1,0,"['Ederson', 'Kyle Walker', 'Rúben Dias', 'Nathan Aké', 'Raheem Sterling', 'Sergio Agüero', 'Rodri', 'Bernardo Silva', 'Riyad Mahrez', 'João Cancelo', 'Phil Foden']","['Zack Steffen', 'John Stones', 'İlkay Gündoğan', 'Ferrán Torres', 'Fernandinho', 'Liam Delap', 'Eric García']","[[65, 'İlkay Gündoğan', 'Sergio Agüero'], [89, 'Fernandinho', 'Phil Foden']]","['Bernd Leno', 'Héctor Bellerín', 'Kieran Tierney', 'Gabriel Dos Santos', 'Bukayo Saka', 'Dani Ceballos', 'Willian', 'Pierre-Emerick Aubameyang', 'Nicolas Pépé', 'David Luiz', 'Granit Xhaka']","['Rúnar Alex Rúnarsson', 'Alexandre Lacazette', 'Ainsley Maitland-Niles', 'Thomas Partey', 'Mohamed Elneny', 'Eddie Nketiah']","[[69, 'Alexandre Lacazette', 'Willian'], [83, 'Eddie Nketiah', 'Nicolas Pépé'], [83, 'Thomas Partey', 'Granit Xhaka']]",[23],[],"[[65, 'İlkay Gündoğan', 'Sergio Agüero'], [89, 'Fernandinho', 'Phil Foden']]","[[69, 'Alexandre Lacazette', 'Willian'], [83, 'Eddie Nketiah', 'Nicolas Pépé'], [83, 'Thomas Partey', 'Granit Xhaka']]"
2020-2021,Newcastle United,Manchester United,1,4,"['Karl Darlow', 'Jamaal Lascelles', 'Jonjo Shelvey', 'Joelinton', 'Allan Saint-Maximin', 'Callum Wilson', 'Isaac Hayden', 'Jamal Lewis', 'Jeff Hendrick', 'Emil Krafth', 'Federico Fernández']","['Mark Gillespie', 'Fabian Schär', 'Andy Carroll', 'Javier Manquillo', 'Ryan Fraser', 'Jacob Murphy', 'Miguel Almirón']","[[49, 'Fabian Schär', 'Isaac Hayden'], [72, 'Ryan Fraser', 'Joelinton'], [88, 'Miguel Almirón', 'Jeff Hendrick']]","['David de Gea', 'Victor Lindelöf', 'Harry Maguire', 'Juan Mata', 'Marcus Rashford', 'Fred', 'Bruno Fernandes', 'Daniel James', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']","['Dean Henderson', 'Eric Bailly', 'Paul Pogba', 'Odion Ighalo', 'Alex Telles', 'Nemanja Matić', 'Donny van de Beek']","[[69, 'Paul Pogba', 'Fred'], [76, 'Donny van de Beek', 'Daniel James'], [90, 'Nemanja Matić', 'Juan Mata']]",[],"[23, 86, 90, 90]","[[49, 'Fabian Schär', 'Isaac Hayden'], [72, 'Ryan Fraser', 'Joelinton'], [88, 'Miguel Almirón', 'Jeff Hendrick']]","[[69, 'Paul Pogba', 'Fred'], [76, 'Donny van de Beek', 'Daniel James'], [90, 'Nemanja Matić', 'Juan Mata']]"
2020-2021,Sheffield United,Fulham,1,1,"['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'Chris Basham', 'John Lundstram', 'Sander Berge', 'Oliver McBurnie', 'John Egan', 'Max Lowe', 'Oliver Norwood', 'David McGoldrick']","['Michael Verrips', 'Billy Sharp', 'Oliver Burke', 'Jack Robinson', 'Ethan Ampadu', 'Ben Osborn', 'Rhian Brewster']","[[19, 'Jack Robinson', 'Max Lowe'], [64, 'Rhian Brewster', 'David McGoldrick'], [81, 'Billy Sharp', 'Chris Basham']]","['Alphonse Areola', 'Aleksandar Mitrović', 'Tom Cairney', 'Tim Ream', 'Ruben Loftus-Cheek', 'Tosin Adarabioyo', 'Ivan Cavaleiro', 'Ademola Lookman', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson', 'Ola Aina']","['Marek Rodák', 'Neeskens Kebano', 'Bobby Reid', 'Mario Lemina', 'Maxime Le Marchand', 'Joe Bryan', 'Aboubakar Kamara']","[[81, 'Mario Lemina', 'Ruben Loftus-Cheek']]",[],[77],"[[19, 'Jack Robinson', 'Max Lowe'], [64, 'Rhian Brewster', 'David McGoldrick'], [81, 'Billy Sharp', 'Chris Basham']]","[[81, 'Mario Lemina', 'Ruben Loftus-Cheek']]"
2020-2021,Crystal Palace,Brighton & Hove Albion,1,1,"['Vicente Guaita', 'Joel Ward', 'Cheikhou Kouyaté', 'Andros Townsend', 'Wilfried Zaha', 'Jeffrey Schlupp', 'James McArthur', 'Michy Batshuayi', 'Gary Cahill', 'Tyrick Mitchell', 'Jaïro Riedewald']","['Stephen Henderson', 'Patrick van Aanholt', 'Luka Milivojević', 'Mamadou Sakho', 'Nathaniel Clyne', 'Christian Benteke', 'Eberechi Eze']","[[83, 'Luka Milivojević', 'Michy Batshuayi'], [88, 'Christian Benteke', 'Jeffrey Schlupp']]","['Mathew Ryan', 'Tariq Lamptey', 'Ben White', 'Adam Webster', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Leandro Trossard', 'Adam Lallana', 'Solly March', 'Dan Burn']","['Jason Steele', 'Aaron Connolly', 'Alexis Mac Allister', 'Pascal Groß', 'Steven Alzate', 'Bernardo', 'Joël Veltman']","[[78, 'Alexis Mac Allister', 'Adam Lallana'], [78, 'Aaron Connolly', 'Leandro Trossard'], [82, 'Pascal Groß', 'Dan Burn']]",[],[90],"[[83, 'Luka Milivojević', 'Michy Batshuayi'], [88, 'Christian Benteke', 'Jeffrey Schlupp']]","[[78, 'Alexis Mac Allister', 'Adam Lallana'], [78, 'Aaron Connolly', 'Leandro Trossard'], [82, 'Pascal Groß', 'Dan Burn']]"
2020-2021,Tottenham Hotspur,West Ham United,3,3,"['Hugo Lloris', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Davinson Sánchez', 'Son Heung-min', 'Harry Kane', 'Moussa Sissoko', 'Steven Bergwijn', 'Serge Aurier', 'Tanguy Ndombele']","['Joe Hart', 'Matt Doherty', 'Harry Winks', 'Gareth Bale', 'Lucas Moura', 'Ben Davies', 'Carlos Vinícius']","[[72, 'Gareth Bale', 'Steven Bergwijn'], [73, 'Harry Winks', 'Tanguy Ndombele'], [80, 'Lucas Moura', 'Son Heung-min']]","['Łukasz Fabiański', 'Aaron Cresswell', 'Fabián Balbuena', 'Vladimír Coufal', 'Pablo Fornals', 'Jarrod Bowen', 'Angelo Ogbonna', 'Arthur Masuaku', 'Tomáš Souček', 'Michail Antonio', 'Declan Rice']","['Darren Randolph', 'Andriy Yarmolenko', 'Manuel Lanzini', 'Robert Snodgrass', 'Mark Noble', 'Issa Diop', 'Ryan Fredericks']","[[77, 'Manuel Lanzini', 'Pablo Fornals'], [77, 'Andriy Yarmolenko', 'Michail Antonio'], [90, 'Robert Snodgrass', 'Arthur Masuaku']]","[1, 8, 16]","[82, 90]","[[72, 'Gareth Bale', 'Steven Bergwijn'], [73, 'Harry Winks', 'Tanguy Ndombele'], [80, 'Lucas Moura', 'Son Heung-min']]","[[77, 'Manuel Lanzini', 'Pablo Fornals'], [77, 'Andriy Yarmolenko', 'Michail Antonio'], [90, 'Robert Snodgrass', 'Arthur Masuaku']]"
2020-2021,Leicester City,Aston Villa,0,1,"['Kasper Schmeichel', 'James Justin', 'Wesley Fofana', 'Jonny Evans', 'Youri Tielemans', 'Kelechi Iheanacho', 'Harvey Barnes', 'Ayoze Pérez', 'Nampalys Mendy', 'Dennis Praet', 'Timothy Castagne']","['Danny Ward', 'Wes Morgan', 'James Maddison', 'Marc Albrighton', 'Islam Slimani', 'Cengiz Ünder', 'Hamza Choudhury']","[[68, 'James Maddison', 'Dennis Praet'], [71, 'Islam Slimani', 'Kelechi Iheanacho'], [78, 'Hamza Choudhury', 'Nampalys Mendy']]","['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ollie Watkins', 'Trézéguet', 'Matt Targett', 'Ross Barkley']","['Jed Steer', 'Conor Hourihane', 'Bertrand Traoré', 'Marvelous Nakamba', 'Anwar El Ghazi', 'Björn Engels', 'Ahmed Elmohamady']","[[81, 'Bertrand Traoré', 'Trézéguet']]",[],[90],"[[68, 'James Maddison', 'Dennis Praet'], [71, 'Islam Slimani', 'Kelechi Iheanacho'], [78, 'Hamza Choudhury', 'Nampalys Mendy']]","[[81, 'Bertrand Traoré', 'Trézéguet']]"
2020-2021,West Bromwich Albion,Burnley,0,0,"['Sam Johnstone', 'Darnell Furlong', 'Jake Livermore', 'Grady Diangana', 'Matheus Pereira', 'Conor Townsend', 'Filip Krovinović', 'Conor Gallagher', 'Branislav Ivanović', 'Ahmed Hegazi', 'Karlan Grant']","['David Button', 'Kyle Bartley', 'Semi Ajayi', 'Callum Robinson', 'Matt Phillips', 'Romaine Sawyers', ""Dara O'Shea""]","[[73, 'Callum Robinson', 'Karlan Grant'], [79, 'Romaine Sawyers', 'Filip Krovinović'], [88, 'Matt Phillips', 'Matheus Pereira']]","['Nick Pope', 'Charlie Taylor', 'James Tarkowski', 'Jóhann Berg Guðmundsson', 'Josh Brownhill', 'Chris Wood', 'Ashley Barnes', 'Dwight McNeil', 'Ashley Westwood', 'Erik Pieters', 'Kevin Long']","['Will Norris', 'Robbie Brady', 'Dale Stephens', 'Jay Rodriguez', 'Matěj Vydra', 'Jimmy Dunne', 'Anthony Driscoll-Glennon']","[[69, 'Robbie Brady', 'Jóhann Berg Guðmundsson'], [77, 'Jay Rodriguez', 'Ashley Barnes']]",[],[],"[[73, 'Callum Robinson', 'Karlan Grant'], [79, 'Romaine Sawyers', 'Filip Krovinović'], [88, 'Matt Phillips', 'Matheus Pereira']]","[[69, 'Robbie Brady', 'Jóhann Berg Guðmundsson'], [77, 'Jay Rodriguez', 'Ashley Barnes']]"
2020-2021,Leeds United,Wolverhampton Wanderers,0,1,"['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Patrick Bamford', 'Stuart Dallas', 'Hélder Costa', 'Rodrigo', 'Pascal Struijk', 'Jack Harrison', 'Kalvin Phillips', 'Mateusz Klich']","['Kiko Casilla', 'Ian Carlo Poveda', 'Ezgjan Alioski', 'Tyler Roberts', 'Raphinha', 'Pablo Hernández', 'Jamie Shackleton']","[[71, 'Ian Carlo Poveda', 'Hélder Costa'], [75, 'Pablo Hernández', 'Pascal Struijk'], [82, 'Raphinha', 'Jack Harrison']]","['Rui Patrício', 'Pedro Neto', 'Raúl Jiménez', 'Daniel Podence', 'Willy Boly', 'Conor Coady', 'Nélson Semedo', 'Romain Saïss', 'João Moutinho', 'Leander Dendoncker', 'Max Kilman']","['John Ruddy', 'Ki-Jana Hoever', 'Fernando Marçal', 'Rúben Neves', 'Fábio Silva', 'Adama Traoré', 'Owen Otasowie']","[[65, 'Adama Traoré', 'Daniel Podence'], [82, 'Rúben Neves', 'João Moutinho'], [89, 'Fernando Marçal', 'Pedro Neto']]",[],[70],"[[71, 'Ian Carlo Poveda', 'Hélder Costa'], [75, 'Pablo Hernández', 'Pascal Struijk'], [82, 'Raphinha', 'Jack Harrison']]","[[65, 'Adama Traoré', 'Daniel Podence'], [82, 'Rúben Neves', 'João Moutinho'], [89, 'Fernando Marçal', 'Pedro Neto']]"
2020-2021,Aston Villa,Leeds United,0,3,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Jack Grealish', 'Ollie Watkins', 'Trézéguet', 'Matt Targett', 'Ross Barkley']","['Jed Steer', 'Conor Hourihane', 'Bertrand Traoré', 'Marvelous Nakamba', 'Björn Engels', 'Ahmed Elmohamady', 'Keinan Davis']","[[66, 'Bertrand Traoré', 'Trézéguet']]","['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Patrick Bamford', 'Ezgjan Alioski', 'Stuart Dallas', 'Hélder Costa', 'Rodrigo', 'Pascal Struijk', 'Jack Harrison', 'Mateusz Klich']","['Kiko Casilla', 'Ian Carlo Poveda', 'Tyler Roberts', 'Raphinha', 'Pablo Hernández', 'Leif Davis', 'Jamie Shackleton']","[[21, 'Jamie Shackleton', 'Pascal Struijk'], [79, 'Pablo Hernández', 'Rodrigo'], [83, 'Raphinha', 'Hélder Costa']]",[],"[55, 67, 74]","[[66, 'Bertrand Traoré', 'Trézéguet']]","[[21, 'Jamie Shackleton', 'Pascal Struijk'], [79, 'Pablo Hernández', 'Rodrigo'], [83, 'Raphinha', 'Hélder Costa']]"
